"1. 医師：今日はどうされましたか？  
2. 患者：胸が痛くて、それと全身がだるいんです。  
3. 医師：いつからその症状がありますか？  
4. 患者：3日前から熱が出て、その翌日くらいから胸が痛くなりました。  
5. 医師：胸の痛みはどのあたりですか？  
6. 患者：胸の真ん中あたりなんですが、背中の方まで痛みが広がる感じです。  
7. 医師：痛みはどんな感じですか？刺すような感じですか、それとも鈍い痛みですか？  
8. 患者：鈍い感じで、ずっと続いている感じです。  
9. 医師：体勢によって痛みが変わったりしますか？  
10. 患者：前かがみになると少し楽になりますけど、仰向けになるとひどくなります。  
11. 医師：息切れや咳はありませんか？  
12. 患者：それは特にないです。  
13. 医師：胸の痛みは動いたときや特定のタイミングで悪化しますか？  
14. 患者：動いても特に変わらないんですけど、横になると強くなります。  
15. 医師：寒気や汗をかくことはありましたか？  
16. 患者：はい、寒気は3日前に熱が出たときにありました。汗は特にないです。  
17. 医師：普段の体温はどのくらいですか？熱は測りましたか？  
18. 患者：普段は普通ですけど、熱を測ったら38.8℃くらいありました。  
19. 医師：そのほかに何か他に気になる症状はありますか？  
20. 患者：いえ、怠さくらいで大したものはないです。  
21. 医師：最近、海外旅行やどこか人混みの多い場所に行きましたか？  
22. 患者：いいえ、全然出かけていません。  
23. 医師：過去に心臓や肺で何か問題があったことはありませんか？  
24. 患者：特にありません。  
25. 医師：タバコを吸ったり、お酒を飲んだりしますか？  
26. 患者：どちらもしていません。  
27. 医師：ご家族に同じような症状の方はいませんか？  
28. 患者：いないです。家族みんな元気です。  
29. 医師：痛みのせいで眠れなかったりしますか？  
30. 患者：そうですね、横になると痛むのであまりよく眠れていません。  
31. 医師：これまでに同じような痛みを経験したことはありませんか？  
32. 患者：まったく初めてです。  
33. 医師：運動する際に胸の痛みや息切れを感じたことはありますか？  
34. 患者：運動は昔から好きですが、特にそういうことはないです。  
35. 医師：現在の薬は何か服用していますか？  
36. 患者：薬は飲んでいません。  
37. 医師：アレルギー症状や既往歴で特に医療上の問題はありませんか？  
38. 患者：ありません。  
39. 医師：痛みが出る前、何か特別なことをしましたか？  
40. 患者：何もしていないです。いつものように家にいました。  
41. 医師：食欲はどうですか？普通に食べられていますか？  
42. 患者：いえ、熱があるのであんまり食べられていません。  
43. 医師：水分は取れていますか？  
44. 患者：それもあまり取れていません。少しずつ飲んでいます。  
45. 医師：疲れやストレスを特に感じることはありましたか？  
46. 患者：仕事もちょっと忙しかったですが、それが関係しているかはわかりません。  
47. 医師：これまでに不整脈や動悸を感じることはありましたか？  
48. 患者：いいえ、ありません。  
49. 医師：わかりました。今後、さらに詳しい検査を行いますが、心臓の外膜に炎症がある「急性心外膜炎」という可能性が高いです。  
50. 患者：そうなんですか…。心臓だなんて少し驚きました。  
診断段階に達したため、ここで終了します。"
