"1. 医師：今日はどうされましたか？
2. 患者：息切れと咳がひどいです。
3. 医師：それはいつから続いていますか？
4. 患者：3日前からです。
5. 医師：その症状はずっと出ていますか？それとも悪化していますか？
6. 患者：徐々に悪化しています。
7. 医師：特にいつ症状が強く出ますか？
8. 患者：夜間や早朝に出やすいです。
9. 医師：咳は乾いた咳ですか、それとも痰が出る咳ですか？
10. 患者：乾いた咳です。
11. 医師：胸の圧迫感はどうですか？
12. 患者：息を吸うときに圧迫感があります。
13. 医師：その圧迫感は常にありますか？
14. 患者：特に咳が出るときに感じます。
15. 医師：アレルギーの病歴について教えてもらえますか？
16. 患者：アレルギー性鼻炎があります。
17. 医師：それはどの季節が悪化しますか？
18. 患者：花粉の時期です。
19. 医師：家族に同じようなアレルギーの人はいますか？
20. 患者家族：私も花粉症があります。
21. 医師：他に気になる症状はありませんか？
22. 患者：特にはないですが、体がだるいです。
23. 医師：だるさはいつから感じますか？
24. 患者：咳が出始めた頃からです。
25. 医師：普段の活動はどうですか？運動はしていますか？
26. 患者：サッカーをやっていますが、最近はやりたくないです。
27. 医師：運動中に息切れを感じることはありますか？
28. 患者：はい、すぐに疲れます。
29. 医師：発作の時、何かトリガーになるものはありますか？
30. 患者：特にはないと思いますが、寒い日はひどくなります。
31. 医師：最近、何かストレスを感じることはありましたか？
32. 患者：学校でテストがあってちょっと緊張しています。
33. 医師：それは大変ですね。学校の友達や先生とはうまくやっていますか？
34. 患者：はい、でもテストのことが気になります。
35. 医師：それは理解できますね。リラックスする方法はありますか？
36. 患者：音楽を聴くのが好きです。
37. 医師：それは良いですね。音楽は気持ちを落ち着けてくれますよね。
38. 患者：はい、そう思います。
39. 医師：咳の時、何か特別なことをすることがありますか？
40. 患者：ティッシュで鼻をかむことぐらいです。
41. 医師：なるほど、鼻水も出ることがありますか？
42. 患者：はい、花粉の時期は特に出ます。
43. 医師：他の症状として、胸の痛みはありますか？
44. 患者：痛みはないですが、圧迫感があります。
45. 医師：最近、風邪をひいたりしたことはありますか？
46. 患者：いいえ、風邪はひいてません。
47. 医師：最近食べたもので、アレルギー反応はありましたか？
48. 患者：いいえ、特にありませんでした。
49. 医師：分かりました。それでは、今から呼吸音を聞かせてもらいますね。
50. 患者：はい、お願いします。"
