"1. 医師：今日はどうされましたか？
2. 患者：約1週間前から頭痛が続いています。
3. 医師：どんな頭痛ですか？
4. 患者：毎晩、寝ている間に突然激しい頭痛が始まります。
5. 医師：その頭痛はどのくらいの時間続きますか？
6. 患者：数時間持続することがあります。
7. 医師：頭痛中に他に何か症状はありますか？
8. 患者：片側の目の奥に鋭い痛みを感じます。
9. 医師：その目の奥の痛み以外に、涙や鼻水は出ますか？
10. 患者：はい、涙が出たり、鼻水が流れたりします。
11. 医師：いつも早朝に目が覚める感じですか？
12. 患者：はい、早朝に目が覚めるときに特に強いです。
13. 医師：1週間の間に何回発作がありましたか？
14. 患者：少なくとも5回はありました。
15. 医師：それは大変ですね。昨日の夜はいかがでした？
16. 患者：昨日も発作がありました。
17. 医師：発作の中で、何か特別なことを感じましたか？
18. 患者：普段と同じように、目の奥の痛みが強すぎて。
19. 医師：その痛みはどのくらいの強さでしたか？
20. 患者：痛みは我慢できないくらいの強さでした。
21. 医師：他に気になることはありますか？
22. 患者：最近は鼻水が多くて困っています。
23. 医師：鼻水の色はどうでしたか？
24. 患者：特に色は変わらず、透明です。
25. 医師：それはアレルギーの影響かもしれませんね。
26. 患者：アレルギーはあるかもしれません。
27. 医師：家族の方がアレルギー持ちですか？
28. 患者家族：はい、私の妻は花粉症です。
29. 医師：他に家族にアレルギーがある方はいらっしゃいますか？
30. 患者家族：いいえ、他にはいないと思います。
31. 医師：それでは、頭痛の痛みが続いている間、吐き気はありましたか？
32. 患者：いいえ、吐き気は感じませんでした。
33. 医師：光に対する敏感さはどうですか？
34. 患者：明るいところで痛みが増すこともあります。
35. 医師：普段の生活に支障はありますか？
36. 患者：仕事中に集中できないことがあります。
37. 医師：休みの日も影響がありますか？
38. 患者：はい、せっかくの休みが台無しです。
39. 医師：仕事は何をされていますか？
40. 患者：IT関係の仕事をしています。
41. 医師：パソコンを使う時間が長いのですか？
42. 患者：そうですね、ほぼ1日中です。
43. 医師：それは目にも負担がかかりますね。
44. 患者：確かに、目が疲れることはあります。
45. 医師：最近、ストレスを感じることもありますか？
46. 患者：少し仕事が忙しくてストレスはあります。
47. 医師：ストレスが頭痛を悪化させることもありますね。
48. 患者：そうなのかもしれません。
49. 医師：最後に、最近の体調全体の変化はどうでしょうか？
50. 患者：他の体調は特に変わりありません。"
