"1. 医師：こんにちは。今日はどうされましたか？  
2. 患者：ここ1週間くらい、咳がずっと続いていて、特に夜になると苦しくなります。  
3. 医師：苦しくなる時間帯は夜だけですか？  
4. 患者：はい、夜中とか、明け方が特にひどいです。寝ている間に目が覚めることもあります。  
5. 医師：なるほど。日中の運動の時などでも息苦しさを感じることはありますか？  
6. 患者：最近は体育の後も苦しいです。特に走った後なんです。  
7. 医師：咳のほかにはどんな症状がありますか？  
8. 患者：ぜーぜーって音がすることがあります。自分でも聞こえるんです。  
9. 医師：その音はいつ頃から気になり始めましたか？  
10. 患者：1週間くらい前からありました。でも3日前くらいから悪化してる感じです。  
11. 医師：なるほど。それで睡眠にはかなり影響を受けていますか？  
12. 患者：はい。夜中に目が覚めることが多くて、なんだか呼吸が苦しくて。  
13. 医師：これまでに同じようなことが起きたことはありますか？  
14. 患者：いいえ、こんな風にずっと続くのは初めてです。  
15. 医師：そうなんですね。今まで喘息やアレルギーの診断を受けたことはありますか？  
16. 患者：小さい頃にアトピーって言われたことがあります。でも、喘息とは言われたことはないと思います。  
17. 医師：アトピー以外に病気や手術をしたことはありませんか？  
18. 患者：特にないです。大きな病気はしたことありません。  
19. 医師：ご家族に喘息やアレルギーの病気がある方はいらっしゃいますか？  
20. 患者：母が花粉症で、祖父も何かアレルギーがあるって聞いたことがあります。  
21. 医師：ありがとう。それでは、学校では症状で困ることはありませんか？  
22. 患者：はい。最近は授業中も咳が止まらなくて困っています。特に教室が寒いと、もっと咳が出ます。  
23. 医師：寒いと症状が悪化するのですね。他にも悪くなるきっかけはありますか？  
24. 患者：冷たい空気とか、ホコリっぽいところにいると、もっと苦しくなります。  
25. 医師：外にいるときや家で猫や犬などが近くにいると悪化することはありますか？  
26. 患者：動物は特にいないです。ホコリとか、掃除の後に悪くなることが多いです。  
27. 医師：家の中では特にどういう時に咳がひどくなりますか？  
28. 患者：寝ているときが一番ひどいです。朝方に目が覚めて、ぜーぜーが鳴って苦しいです。  
29. 医師：ありがとうございます。症状が続いている間、熱や痰はどうでしたか？  
30. 患者：熱はなかったです。痰もあまり出ません。ただ咳ばかりです。  
31. 医師：最近風邪を引いたことや風邪のような症状はありましたか？  
32. 患者：いいえ、特に風邪っぽくなったことはありません。  
33. 医師：では胸が痛くなることや、胸が締め付けられる感じはありましたか？  
34. 患者：胸は痛くないです。でも、息がしにくい感じになります。  
35. 医師：これまで吸入器具や薬を使ったことはありますか？  
36. 患者：使ったことはないです。今回初めて病院に来ました。  
37. 医師：そうですか。それでは、診察をしましょう。胸の音を聞いてみますね。  
38. 患者：はい。お願いします。  
39. 医師：診察の結果、少し喘鳴の音が聞こえました。このぜーぜー音は喘息の特徴的な症状の一つなんです。  
40. 患者：そうなんですか…。喘息って治りますか？  
41. 医師：治療次第で症状をしっかりコントロールすることができますよ。今の症状を改善するために吸入薬で治療を始めるのがいいと思います。  
42. 患者：はい。それでよくなるならお願いします。  
43. 医師：まず、サルブタモールという薬を吸入して、呼吸を楽にする効果があります。その後、症状を長く安定させるために吸入ステロイド薬も使います。  
44. 患者：わかりました。それでだいぶ楽になるんですね？  
45. 医師：はい、多くの患者さんで効果があります。それと、家の中でホコリやアレルギーの原因になりそうなものを減らす工夫も重要です。  
46. 患者：わかりました。家で気をつけることも教えてください。  
47. 医師：もちろんです。あとで詳しくお話ししますが、ハウスダストなどを減らすことを心がけてください。  
48. 患者：はい。吸入薬を使うとき、何か注意点はありますか？  
49. 医師：使用方法をしっかり守ってくださいね。医師や薬剤師が説明しますから、わからないことがあればお気軽に聞いてください。  
50. 患者：はい。これで少し安心しました。続けて頑張ります。  
医師：喘息という診断を確定しました。吸入薬と環境整備でうまく管理していきましょう。  "
