"1. 医師：こんにちは。今日はどうされましたか？  
2. 患者：2日前の夜から、上のお腹が突然すごく痛くなって、それからどんどんひどくなりました。  
3. 医師：どんな感じの痛みですか？  
4. 患者：すごく鋭い痛みで、ずっと続いています。たまに背中にまで響きます。  
5. 医師：食欲はありますか？  
6. 患者：全然ありません。ものを食べる気にならないです。  
7. 医師：吐き気や嘔吐はありましたか？  
8. 患者：はい、昨日の朝から吐き気がひどくて、何度か吐きました。  
9. 医師：発熱や下痢はありましたか？  
10. 患者：いいえ、そういう症状はなかったです。  
11. 医師：最近体重が減ったりすることはありましたか？  
12. 患者：特にそんなことはありません。  
13. 医師：過去に何か病気にかかったことはありますか？  
14. 患者：実は何年か前に胆石があるって言われたことがありました。でも、特に治療はしていません。  
15. 医師：その時も今回のような痛みがありましたか？  
16. 患者：記憶にないです。今回の痛みは初めてです。  
17. 医師：痛みが出る前に何か特別なことをしましたか？たとえば、脂っこい食事を食べたりとか。  
18. 患者：ああ、前の日の夜に外食で、揚げ物がたくさん入った料理を食べました。  
19. 医師：それ以外に何かきっかけになりそうなことは思いつきますか？  
20. 患者：特にはありません。  
21. 医師：お腹が痛いとき、姿勢を変えると楽になったりしますか？  
22. 患者：いいえ、どんな姿勢をとっても痛みは変わりません。  
23. 医師：痛み以外にお腹が張っている感じはありますか？  
24. 患者：少し張った感じもします。  
25. 医師：排便やおしっこに何か異常はありますか？  
26. 患者：特に違いはないと思います。  
27. 医師：体温を測ったりしましたか？熱はありますか？  
28. 患者：昨日測ったら、少し熱っぽいかなというくらいでした。  
29. 医師：皮膚や目が黄色っぽくなったりしていませんか？  
30. 患者：いいえ、そういうのはないです。  
31. 医師：ご家族の中で胆石や膵臓の病気をされた方はいらっしゃいますか？  
32. 患者：母が以前、胆石が原因で手術を受けたことがあります。  
33. 医師：痛みが特にひどいのはお腹のどの部分ですか？左側、右側、真ん中など。  
34. 患者：真ん中より少し上の方です。  
35. 医師：痛みが広がる感じはありますか？  
36. 患者：はい、背中にも広がる感じで、結構きついです。  
37. 医師：お仕事や日常生活に支障は出ていますか？  
38. 患者：全然仕事ができなくて、昨日からずっと寝込んでいます。  
39. 医師：ストレスや疲れが関係しているように感じますか？  
40. 患者：最近仕事が忙しかったので、疲れていたかもしれませんが、直接の原因かどうかはわかりません。  
41. 医師：痛みが出る前に運動や何か体を使った活動をしましたか？  
42. 患者：特に思い当たることはないです。  
43. 医師：タバコやお酒を飲まれる習慣はありますか？  
44. 患者：少し前までは、お酒は週末に飲むくらいでしたけど、最近はほとんど飲んでいません。タバコも吸いません。  
45. 医師：吐いたものの色や内容で何か気になったことはありましたか？  
46. 患者：普通の胃液みたいな感じでした。特に血は混じっていなかったです。  
47. 医師：過去に同じような症状で病院に行ったことはありますか？  
48. 患者：ないです。今回が初めてです。  
49. 医師：分かりました。さまざまな症状を考慮し、診察や検査の結果から急性膵炎と診断しました。  
50. 患者：そうですか…急性膵炎ですか…。原因は何でしょうか？"
