"1. 医師：今日はどうされましたか？
2. 患者：最近、夜全然眠れないんです。
3. 医師：それは大変ですね。いつからそのような症状がありますか？
4. 患者：3か月くらい前からです。最初は仕事のストレスだと思ったんですが。
5. 医師：ストレスが軽減しても改善しないのですね。睡眠の状況は具体的にどうですか？
6. 患者：寝付きが悪くて、夜中にも何度か目が覚めます。
7. 医師：目覚めると、その後すぐに寝られますか？
8. 患者：なかなか寝付けなくて、また不安になる感じです。
9. 医師：日中はどう感じますか？
10. 患者：日中は疲れが取れなくて、集中力も落ちている気がします。
11. 医師：生活習慣について教えてもらえますか？
12. 患者：特に規則正しい生活をしていると思います。アルコールは週に2回程度です。
13. 医師：それは良いですね。食事や運動はどうですか？
14. 患者：食事は普通に取っていますが、運動はあまりしていません。
15. 医師：睡眠環境はどうですか？寝室は静かですか？
16. 患者：はい、寝室は静かです。クーラーも使っています。
17. 医師：過去に何か特別なストレスがあったりしましたか？
18. 患者：仕事が忙しかったですが、最近は少し落ち着いてきたんです。
19. 医師：不安感があるとおっしゃいましたが、具体的にはどんなことが不安ですか？
20. 患者：夜寝られないことが不安です。明日が辛いと思うと、余計に眠れないです。
21. 医師：お家族はそのことについて何か言っていましたか？
22. 患者家族：最近、彼はよく寝付けないと言っています。元気がないようにも見えます。
23. 医師：ご家族も心配されているのですね。最近の気分はどうですか？
24. 患者：少し落ち込んでいます。特に楽しいことが減った気がします。
25. 医師：抑うつ感について、他に感じていることはありますか？
26. 患者：やる気が出ないことが多いです。趣味もあまり楽しめていません。
27. 医師：それは辛いですね。最近、医者に何か診てもらったことはありますか？
28. 患者：特にはないですが、体は特に問題ないと思います。
29. 医師：体の状態は良好ですが、検査をしてみましょう。血液検査の結果は正常でした。
30. 患者：そうなんですね。少し安心しましたが、原因が分からないのは不安です。
31. 医師：心配しないでください。心理的要因も考えられますので、抑うつの評価もしました。
32. 患者：抑うつの評価はどうでしたか？
33. 医師：軽度の抑うつ症状が見られました。日常生活に影響が出ているようですね。
34. 患者：そうなんですね。どうすれば良くなりますか？
35. 医師：認知行動療法を提案したいと思います。睡眠改善にも役立ちますよ。
36. 患者：それはどういうものですか？
37. 医師：考え方や行動の見直しを通じて、睡眠の質を改善していく方法です。
38. 患者：それならやってみたいです。睡眠薬はどうしますか？
39. 医師：並行して、エスゾピクロンという薬を就寝前に飲んでもらいます。
40. 患者：それは副作用とかありますか？
41. 医師：副作用はありますが、一般的には軽いものが多いです。注意していきましょう。
42. 患者：わかりました。期待しています。
43. 医師：焦らずに少しずつ改善を目指しましょう。趣味は続けていますか？
44. 患者：最近はあまりやっていませんが、またやりたいです。
45. 医師：良いですね。それがストレス発散にもなりますからね。
46. 患者：はい。仕事も少し楽になりました。
47. 医師：それは良い兆しですね。定期的に経過を見ましょう。
48. 患者：お願いします。次回の診察はいつですか？
49. 医師：2週間後にフォローアップしましょう。
50. 患者：ありがとうございました。気をつけます。"
