"1. 医師：こんにちは、今日はどうされましたか？  
2. 患者：2日前からお腹が痛くて、特に右下の方が痛いんです。  
3. 医師：右下腹部ですね。他に何か症状はありますか？  
4. 患者：はい、吐き気と食欲が全然なくて、ちょっと熱っぽい感じです。  
5. 医師：どのくらいの熱がありましたか？測ったことはありますか？  
6. 患者：家では測ってないんですけど、いつもよりちょっと熱い感じがあります。  
7. 医師：痛みの始まりはどこでしたか？具体的に覚えていますか？  
8. 患者：最初はおへその周りが痛かったんです。でもだんだん右下に移ってきました。  
9. 医師：その痛みですが、今も続いていますか？どんな感じの痛みですか？  
10. 患者：ずっと痛いです。じわじわした感じで、触ると余計に痛いです。  
11. 医師：なるほど、では便通はいつからどうなっていますか？  
12. 患者：ここ2、3日お通じがなくて、ちょっと便秘気味です。  
13. 医師：そうですか。以前にもこういうお腹の痛みがあったことはありますか？  
14. 患者：いえ、こういうのは初めてです。  
15. 医師：わかりました。最近、怪我や思い当たるようなことはありませんか？  
16. 患者：特にありません。  
17. 医師：過去の病気や手術の経験は何かありますか？  
18. 患者：ないです、入院したこともないです。  
19. 医師：生理の状況についてもお聞きしますね。いつから最後の生理がありましたか？  
20. 患者：1週間ぐらい前でした。いつも通り来てました。  
21. 医師：妊娠の可能性はありますか？  
22. 患者：いいえ、それはないと思います。  
23. 医師：家庭やお仕事で最近のストレスや生活の変化はありましたか？  
24. 患者：特にありません。普通に過ごしてます。  
25. 医師：なるほど、ちなみに、吐き気についてですが、嘔吐はありましたか？  
26. 患者：吐きそうになったけど実際には吐いてないです。  
27. 医師：今の痛みは動くと悪化しますか？  
28. 患者：はい、ちょっと動くだけでズキズキします。  
29. 医師：食べたり飲んだりすると痛みが増しますか、それとも変わらないですか？  
30. 患者：食べ物を見るだけでも食べたくないので、試してないですね。  
31. 医師：お腹のあたりを触ったり押したりしたことはありますか？  
32. 患者：ちょっと触ると痛かったので、その後は触ってないです。  
33. 医師：ご家族や周囲で最近風邪や感染症の方はいませんか？  
34. 患者：特にいませんね。  
35. 医師：右下腹部ですが、ギューッと押されて離したときに痛みが強くなるようなことはありましたか？  
36. 患者：はい、それがすごく痛いんです。  
37. 医師：その痛みですが、背中や他の部分に広がることはありますか？  
38. 患者：いいえ、右下だけです。  
39. 医師：以前、尿路結石や腎臓の病気を診断されたことはありますか？  
40. 患者：それもないですね。  
41. 医師：排尿に関して何か困っていることはありませんか？頻度や痛みなど。  
42. 患者：特に問題ないです。  
43. 医師：近頃、変わったものや生ものを食べましたか？  
44. 患者：特別変わったものは食べてないです。  
45. 医師：では、体を横にする姿勢や丸まることで痛みが楽になりますか？  
46. 患者：横になった方が少しマシになる感じです。  
47. 医師：今からお腹を詳しく診察しますね。少し触れますが痛かったら教えてください。  
48. 患者：わかりました。  
49. 医師：診察の結果、右下腹部に炎症がある可能性が高いです。  
50. 医師：急性虫垂炎の疑いが非常に強いですね。詳しくさらに検査をしましょう。"
