"1. 医師：今日はどうされましたか？  
2. 患者：ここ1か月くらい胸が重苦しい感じがして、動いた時に特に感じます。  
3. 医師：動いた時の胸の重苦しさというのは、具体的にはどんな時ですか？  
4. 患者：階段を登っている時や、ちょっと早歩きした時に強く感じます。  
5. 医師：その時、他に息苦しさや動悸は感じますか？  
6. 患者：はい、息が切れる感じがするのと、心臓がバクバクします。  
7. 医師：症状が出始めたのはどのくらい前ですか？  
8. 患者：1か月前くらいです。最初のうちは軽かったんですが、最近悪化しています。  
9. 医師：最近というのはどのくらいの期間で悪化してきましたか？  
10. 患者：ここ2週間くらいです。今では家の中を歩くだけでも息苦しいことがあります。  
11. 医師：夜に息苦しさで目が覚めたりすることはありますか？  
12. 患者：いいえ、夜は大丈夫です。  
13. 医師：横になった時に息苦しく感じることはありますか？  
14. 患者：少し感じることはありますが、それほどひどくはないです。  
15. 医師：以前に心臓や肺の病気を指摘されたことはありますか？  
16. 患者：いいえ、特にありません。  
17. 医師：血圧や糖尿病、高コレステロールなどの問題はありますか？  
18. 患者：特に言われたことはないです。  
19. 医師：喫煙や飲酒の習慣はありますか？  
20. 患者：タバコは昔吸っていましたが、6年前にやめました。飲酒はたまに嗜むくらいです。  
21. 医師：具体的にどのくらいタバコを吸っていたか教えてもらえますか？  
22. 患者：1日10本くらいで、20年くらい吸っていました。  
23. 医師：家族に心臓病や糖尿病を持っている方はいますか？  
24. 患者：特にいません。  
25. 医師：運動耐性が落ちているとおっしゃいましたが、どんな活動が難しくなっていますか？  
26. 患者：以前はジョギングをしていましたが、今は歩くのも疲れるほどです。  
27. 医師：現在の体重や体型に変化はありますか？  
28. 患者：特に変わっていないと思います。  
29. 医師：足のむくみや体のだるさを感じることはありますか？  
30. 患者：足が少しむくんでいる気がしますが、だるさは特にないです。  
31. 医師：胸が重苦しくなる時、冷や汗をかいたり吐き気を感じることはありますか？  
32. 患者：冷や汗はないですが、息切れがひどく感じます。  
33. 医師：胸の痛みが広がるような感覚や、腕や肩に放散することはありますか？  
34. 患者：いいえ、そのような感じではないです。ただ胸が重いんです。  
35. 医師：睡眠や仕事に支障をきたしていることはありますか？  
36. 患者：仕事中も息切れが酷く、集中できないと感じています。  
37. 医師：食欲や体調に変わりはありませんか？  
38. 患者：食欲は普通です。体調は息苦しさ以外特に問題ありません。  
39. 医師：最近、熱や感染症状が出たことはありますか？  
40. 患者：いいえ、ありません。  
41. 医師：普段からの体調管理や健康診断の結果に何か気になる点はありますか？  
42. 患者：健康診断はいつも問題ないと言われていましたが、最近受けていません。  
43. 医師：現在服用中の薬やサプリメントなどはありますか？  
44. 患者：特に何も飲んでいません。  
45. 医師：最近新しい運動を始めたり、不慣れな仕事をされていませんか？  
46. 患者：何も変わったことはしていません。  
47. 医師：日中の活動中に突然の目まいや失神を経験したことはありますか？  
48. 患者：いいえ、ないです。  
49. 医師：今伺った症状や兆候から、心臓の機能に関連する問題が疑われます。追加の検査が必要です。  
50. 患者：よろしくお願いします、早く原因を知りたいです。  
【診断結果】非虚血性拡張型心筋症（Dilated Cardiomyopathy, DCM）と診断。"
