"1. 医師：こんにちは。今日はどうされましたか？  
2. 患者：顔の右側がすごく痛くて困っています。特に口を開けたり、食べるときにひどく痛みます。  
3. 医師：それはいつ頃から痛むようになりましたか？  
4. 患者：2週間くらい前からです。  
5. 医師：その痛みはどんな感じですか？鈍い痛み、それとも鋭い痛みですか？  
6. 患者：鋭い痛みです。電気が走るみたいな、ビリッとくる感じです。  
7. 医師：痛みは常にありますか？それとも時々突然起こる感じですか？  
8. 患者：時々です。一瞬で終わるけど、最近はすごく頻繁になってきて…。  
9. 医師：最近というのは、どのくらいの頻度ですか？  
10. 患者：一日に10回以上はあります。  
11. 医師：痛みはどのくらい続きますか？  
12. 患者：1〜2秒くらいで消えます。  
13. 医師：どんな時にその痛みが起こるのか、きっかけのようなものはわかりますか？  
14. 患者：食べたり、話したり、歯を磨いたりするときです。ほんの小さな刺激でも痛いです。  
15. 医師：なるほど。それで日常生活に支障をきたしているんですね。  
16. 患者：はい、辛くて仕事にも集中できません。  
17. 医師：顔の右側が痛むとのことですが、他に痺れや腫れた感じはありますか？  
18. 患者：ないと思います。ただ、とにかく痛みが辛いです。  
19. 医師：体の他の部分、例えば首や肩に問題を感じることはありますか？  
20. 患者：いいえ、特にありません。  
21. 医師：これまでに似たような痛みを経験したことはありますか？  
22. 患者：初めてです。  
23. 医師：ご自身かご家族で、神経の病気のご経験はありますか？  
24. 患者：特にありません。  
25. 医師：食欲や体重の変化はありますか？  
26. 患者：いいえ、普通だと思います。  
27. 医師：最後に歯科を受診したのはいつですか？  
28. 患者：たぶん1年以上前です。でも特に問題ないと思います。  
29. 医師：頭痛やめまいを感じることはありますか？  
30. 患者：いいえ、それは全くないです。  
31. 医師：視力や目の動きに異常を感じたことはありますか？  
32. 患者：目は全く問題ないです。  
33. 医師：顔の右側の痛みが、どこに一番強く感じますか？  
34. 患者：ほっぺたからあごのあたりが特に痛いです。  
35. 医師：触ったり押したりすると、その痛みが誘発されたりしますか？  
36. 患者：そうです。特定の場所に触れるとビリッと痛みます。  
37. 医師：お顔の右側がそういう状態ですが、左右均等な感覚の違いを感じますか？  
38. 患者：感覚そのものは大丈夫です。痛みだけです。  
39. 医師：痛みがある箇所以外で特筆することは何もないですか？  
40. 患者：はい、他には大丈夫です。  
41. 医師：今までに頭部の画像検査を受けたことはありますか？  
42. 患者：いいえ、検査はしたことがありません。  
43. 医師：痛みが発生する時間や姿勢に規則性がありますか？  
44. 患者：特に時間や姿勢に関係はないと思います。  
45. 医師：これまで内服薬を試してみたことはありますか？  
46. 患者：いいえ、特に市販薬も効かなくて…。  
47. 医師：では、いくつか検査を行い、確定診断に向けて進めていきましょう。  
48. 患者：はい、お願いします。  
49. 医師：結果から考えると、この痛みは「三叉神経痛」という病気の典型的な症状が強いようです。  
50. 患者：三叉神経痛…？それってどういう病気なんですか？  "
