"1. 医師：今日はどうされましたか？  
2. 患者：最近、物を食べるときに喉に詰まる感じがして気になっています。  
3. 医師：それはいつ頃から始まりましたか？  
4. 患者：3か月くらい前からです。  
5. 医師：その「詰まる感じ」というのは、どのような食べ物で起こりますか？  
6. 患者：最初は固いものだけでしたが、最近は柔らかいものでも詰まる感じがします。  
7. 医師：柔らかいものでもですか。どれくらいの頻度でその症状が出ますか？  
8. 患者：ほぼ毎回ですね、液体でも時々感じます。  
9. 医師：症状が進行している感じですか？  
10. 患者：はい、どんどん悪化してきました。  
11. 医師：そのほか、食事中や後に痛みを感じることはありますか？  
12. 患者：食べた後に、胸の真ん中あたりが痛むことがあります。  
13. 医師：どんな痛みですか？鋭い痛み、それとも鈍い感じですか？  
14. 患者：鈍くて圧迫されるような感じですね。  
15. 医師：その痛みはいつ頃から起きていますか？  
16. 患者：ここ1か月くらいです。  
17. 医師：痛みはどのくらい続きますか？  
18. 患者：10分から20分くらいです。  
19. 医師：他に体調で気になることはありますか？  
20. 患者：体重が減ってきているんです。  
21. 医師：どれくらい体重が減りましたか？  
22. 患者：ここ3か月で4キロくらいです。  
23. 医師：食欲はどうですか？  
24. 患者：あまり食べようと思わなくなりました。  
25. 医師：飲み込み以外に、例えば胃のむかつきや吐き気はありますか？  
26. 患者：それはないです。  
27. 医師：それ以外に困る症状はありますか？  
28. 患者：特にありませんが、疲れやすい感じがします。  
29. 医師：高血圧と慢性胃炎の治療を受けていると伺いました。それ以外の病気はありませんか？  
30. 患者：それ以外は特に病気はないと思います。  
31. 医師：高血圧や胃炎の薬、現在も服用されていますか？  
32. 患者：はい、ちゃんと飲んでいます。  
33. 医師：ご家族に似たような症状のある方はいらっしゃいますか？  
34. 患者：いいえ、家族には特にいません。  
35. 医師：過去に喉や胸のあたりでの手術や検査を受けたことはありますか？  
36. 患者：ありません。  
37. 医師：最近、食べ物や飲み物が逆流してくるような感じはありませんか？  
38. 患者：それはないです。  
39. 医師：喫煙や飲酒はされていますか？  
40. 患者：タバコは若い頃吸っていましたが、今は吸いません。お酒は週に2〜3回飲みます。  
41. 医師：1回の飲酒量はどのくらいですか？  
42. 患者：ビール中瓶1本くらいです。  
43. 医師：他に何か気になる生活習慣や仕事のストレスなどはありますか？  
44. 患者：特に生活に変わりはありません。  
45. 医師：症状が始まったきっかけや思い当たることはありませんか？  
46. 患者：特に思い当たることはないですね。  
47. 医師：最近、声のかすれや咳が出ることはありますか？  
48. 患者：それはないです。声は普通です。  
49. 医師：食道の異常を調べるための検査を行いました。その結果、食道癌が疑われました。  
50. 患者：そうなんですか…ちょっと驚きましたが、何ができるのか教えてください。  
以上、会話を終了します。"
