"1. 医師：今日はどうされましたか？  
2. 患者：2週間くらい前から首の前側が少し痛くて、最近もっと痛みが強くなってきました。それに加えて熱が出るようになりました。  
3. 医師：熱はいつ頃から出てきたんですか？  
4. 患者：1週間くらい前からです。一度38度を超えて、それから解熱剤で下がったんですが、また上がってきてしまいます。  
5. 医師：熱は一日の中でどう変化しますか？  
6. 患者：特に夜になると熱が高くなる気がします。  
7. 医師：首の痛みについてですが、どの部分が痛みますか？  
8. 患者：左側の方が右側よりも痛いです。触れるだけでズキズキします。  
9. 医師：痛みは徐々にひどくなってきた感じですか？  
10. 患者：そうです。最初は我慢できる程度だったんですが、最近は特にひどいです。  
11. 医師：首に腫れや赤みはありますか？  
12. 患者：赤くはないですけど、少し腫れているように感じます。  
13. 医師：ここ最近、風邪を引いたり、特に体調を崩したりしたことはありますか？  
14. 患者：いえ、特にそういうことはなかったと思います。  
15. 医師：他に、食欲が落ちたり、体重が減ったりはしていませんか？  
16. 患者：いえ、そのあたりは特に変わりないです。  
17. 医師：疲れやすさを感じたり、動悸がすることはありますか？  
18. 患者：全身がだるい感じはありますけど、動悸はあまり感じていません。  
19. 医師：熱以外で寒気やふるえはありましたか？  
20. 患者：時々寒気は感じることがあります。  
21. 医師：普段、首を押したりすると痛いことはありますか？  
22. 患者：普段は痛くないんですが、今回の症状が出てから押すとすごく痛いです。  
23. 医師：首を動かすと痛みは悪化しますか？  
24. 患者：はい、動かすとさらに痛みが増します。  
25. 医師：最近、感染症、例えばのどの痛みや耳の感染症はありましたか？  
26. 患者：特に感染症の症状はなかったと思います。  
27. 医師：今まで甲状腺に関連した病気を言われたことはありますか？  
28. 患者：いえ、特に甲状腺の病気はありません。  
29. 医師：最近、急に汗をかいたり、暑く感じることはないですか？  
30. 患者：そういえば家族に「汗が多いね」と言われたことがありましたが、気にしていませんでした。  
31. 医師：心配ごとでストレスが増えたりするようなことありましたか？  
32. 患者：仕事はちょっと忙しいですが、普段と変わらないです。  
33. 医師：首の痛み以外に、何か他の変わった症状はありますか？  
34. 患者：だるさだけですね。  
35. 医師：家族の方は何か気になることを言っていますか？  
36. 患者：家族も「最近疲れているみたいだね」と言っています。  
37. 医師：首の左側の痛みがひどいというお話ですが、何かきっかけは考えられますか？  
38. 患者：特にぶつけたとかはないんです。自然になりました。  
39. 医師：最近、風邪やインフルエンザの流行があった地域に行ったりしましたか？  
40. 患者：特にそういうことはありません。  
41. 医師：喉の痛みや飲み込む時の違和感はありますか？  
42. 患者：飲み込む時に少し痛いですが、喉自体が痛いわけではないです。  
43. 医師：疲れやすさ以外に、手の震えや不安感はありませんか？  
44. 患者：手の震えは特に感じていませんが、不安というよりもただ疲れている感じです。  
45. 医師：過去に甲状腺機能の検査をしたことはありますか？  
46. 患者：いえ、そういう検査をしたことはないです。  
47. 医師：甲状腺周りにしこりを触れるような感覚はありますか？  
48. 患者：自分では感じないですが、腫れている感じはあります。  
49. 医師：症状の経緯や所見から、亜急性甲状腺炎という診断が考えられます。  
50. 患者：亜急性甲状腺炎ってどういう病気なんですか？  
（診断を伝えたため終了）"
