"1. 医師：こんにちは、今日はどうされましたか？  
2. 患者：ここ1週間、ひどい下痢が続いておりまして、その上お腹も痛いんです。  
3. 医師：そうですか、それはつらいですね。下痢はいつ頃から始まりましたか？  
4. 患者：5日前くらいからですね。それまでは風邪だと思っていたんですが。  
5. 医師：風邪の症状があったんですね。どんな症状でしたか？  
6. 患者：熱っぽさと喉の痛みがあって、それでクリニックで薬をもらいました。  
7. 医師：クリニックで処方された薬の名前はわかりますか？  
8. 患者：はい、「アモキシシリン」と書いてありました。  
9. 医師：服用はきちんと続けられましたか？  
10. 患者：はい、1日3回しっかり飲んでいました。  
11. 医師：下痢が始まる前に何か変わったものを食べましたか？  
12. 患者：特には思い当たりませんが、いつもと同じ食事でした。  
13. 医師：下痢の性状についてですが、水のような感じでしょうか、それとも粘り気がある感じですか？  
14. 患者：完全に水っぽいですね。  
15. 医師：1日に何回ぐらい下痢がありますか？  
16. 患者：5回、多いときは6回くらいですね。  
17. 医師：血や粘液が混じるようなことはありますか？  
18. 患者：いいえ、特には混じっていないと思います。  
19. 医師：お腹の痛みについてですが、どのあたりが痛みますか？  
20. 患者：全体的に広がる感じですが、特に下の方が痛いです。  
21. 医師：痛みの強さはどうですか？引きつけるような痛みですか？  
22. 患者：そうですね、ところどころ引きつるような感じがします。  
23. 医師：発熱もあるとのことですが、体温は測りましたか？  
24. 患者：はい、家で38.5度くらいありました。  
25. 医師：下痢や腹痛以外に、吐き気や嘔吐はありますか？  
26. 患者：いいえ、それはないですね。  
27. 医師：脱水症状がありますが、水分はきちんと取れていますか？  
28. 患者：あまり飲めていないと思います。  
29. 医師：今、疲れやだるさなどは感じますか？  
30. 患者：はい、とてもだるくて力が入らない感じです。  
31. 医師：過去にこういった症状を経験したことはありますか？  
32. 患者：いえ、こんなひどい下痢は初めてです。  
33. 医師：クリニックでもらった薬を飲み始めてから症状が悪化したように感じましたか？  
34. 患者：そうですね、薬を飲んで4日目くらいから始まりました。  
35. 医師：市販薬は何か試されましたか？  
36. 患者：整腸剤を飲んでみたんですが、全然効きませんでした。  
37. 医師：ご家族には同じように体調を崩している人はいますか？  
38. 患者：いいえ、家族はみんな元気です。  
39. 医師：体重の減少を感じますか？  
40. 患者：はい、ここ数日で少し痩せたように感じます。  
41. 医師：夜間に症状が悪化することはありますか？  
42. 患者：いえ、特には夜だけひどくなることはないです。  
43. 医師：腹痛が特定の動作や食事で悪化することはありますか？  
44. 患者：特にそれもないですね。  
45. 医師：他に何か気になる症状やお話されたいことはありますか？  
46. 患者：いえ、これくらいですかね。  
47. 医師：ありがとうございます。これまでのお話と診察から、抗生物質によって腸内のバランスが崩れ、特定の菌が増殖しやすくなった可能性を疑っています。  
48. 患者：そうですか…。具体的にはどういう病気でしょうか？  
49. 医師：便の検査でClostridioides difficileという菌の毒素が検出されたため、偽膜性腸炎という疾患と診断されます。  
50. 患者：そうだったんですね…。ありがとうございます。  "
