"1. 医師：こんにちは、今日はどうされましたか？  
2. 患者：最近、食事の後に胃が張る感じがして、すぐにお腹いっぱいになるんです。  
3. 医師：それはいつ頃からですか？  
4. 患者：3か月くらい前からです。だんだんひどくなってきています。  
5. 医師：どんな時に特に悪化しますか？  
6. 患者：夕食後が特に辛いです。お腹がいっぱいになって、あまり食べられないことが多くて。  
7. 医師：食欲そのものはどうですか？  
8. 患者：食べたい気持ちはあるんですが、すぐに満腹になってしまうので…十分食べられません。  
9. 医師：じゃあ、食後の胃の張り以外に何か他に気になる症状はありますか？  
10. 患者：軽い胃の不快感はありますが、それ以外は特にないです。  
11. 医師：体重の変化とかは何かありましたか？  
12. 患者：2か月で3キロくらい体重が減りました。  
13. 医師：お腹の調子という意味では、便秘や下痢はありますか？  
14. 患者：特にそんなことはないです。いつもと変わりません。  
15. 医師：これまでに同じような症状が出たことはありますか？  
16. 患者：いいえ、初めてです。  
17. 医師：過去の病気や手術の経験はありますか？  
18. 患者：特に大きな病気はなくて、高血圧だけですね。薬を飲んでいます。  
19. 医師：お薬の名前を覚えていますか？  
20. 患者：たしか、アムロジピンを飲んでいます。  
21. 医師：なるほど。他に気になる体調の変化とか生活のリズムの変化はありましたか？  
22. 患者：特にはないですが、最近仕事が忙しいです。夜ご飯を急いで食べることが多いです。  
23. 医師：喫煙やお酒の習慣はありますか？  
24. 患者：タバコは吸いません。お酒は週に1回、ビール500mlくらいです。  
25. 医師：わかりました。お腹が痛いとか、張っている場所に特定の痛みを感じることはありますか？  
26. 患者：いや、痛いというよりは、膨らむ感じがします。  
27. 医師：お腹の張り以外で、吐き気や嘔吐はありますか？  
28. 患者：吐き気とかは特にないですね。  
29. 医師：最近、熱が出たり、疲れやすさを感じたりはしていませんか？  
30. 患者：熱はないですし、特別疲れやすくもないです。  
31. 医師：血の混じった便や黒っぽい便が出たことはありませんか？  
32. 患者：いいえ、便の色や形には特に変わりはありません。  
33. 医師：家族に何か消化器の病気やがんの方はいらっしゃいますか？  
34. 患者：家族にそういう人はいませんね。  
35. 医師：食後の張り具合は何か特定の食べ物で変わったりしますか？  
36. 患者：いえ、毎回似た感じですが、脂っこいものだと重く感じるような気はします。  
37. 医師：最近ストレスが増えたことや、気分が沈むことが増えたりしていませんか？  
38. 患者：仕事が忙しくてストレスはありますが、気持ちが沈むほどではないですね。  
39. 医師：忙しい仕事ということで、睡眠は十分取れていますか？  
40. 患者：それなりに取れていると思いますけど、少し眠りが浅い気はします。  
41. 医師：食事の回数や時間帯について教えていただけますか？  
42. 患者：1日3回、普通に食べています。夕方は少し遅くなることが多いです。  
43. 医師：ご自身で何か対策を試したりしましたか？  
44. 患者：夕飯を少なめにしたり、時間を早めたりしましたが、あまり変わりませんでした。  
45. 医師：検査や診察を進めてみたところ、特段大きな異常は見つかりませんでした。  
46. 患者：そうですか。異常がないのにこんな症状が出るんですか？  
47. 医師：はい、これは機能性ディスペプシアという病気の可能性が高いです。  
48. 患者：機能性ディスペプシアって何ですか？  
49. 医師：消化管に目に見える異常がないのに、胃の働きが少し不調になる状態です。  
50. 患者：なるほど、それで胃の張りや満腹感が早いわけですね。  
診断がついたのでここで終了します。"
