"1. 医師：こんにちは。今日はどうされましたか？  
2. 患者：昨日体育の授業中に突然気を失ってしまいました。  
3. 医師：それは心配ですね。そのあと意識はすぐ戻りましたか？  
4. 患者：はい、1分ぐらいで戻りました。けど、戻ったあとは胸がドキドキして気持ち悪かったです。  
5. 医師：胸がドキドキするのは今も感じますか？  
6. 患者：今は大丈夫ですが、あのときはすごくドキドキしました。  
7. 医師：それは運動中の出来事でしたか？  
8. 患者：はい、ランニングをしている最中に起きました。  
9. 医師：そのように気を失ったことは今回が初めてですか？  
10. 患者：はい、初めてです。  
11. 医師：今までに頭がくらくらしたり、めまいを感じたことはありましたか？  
12. 患者：ときどき立ち上がったときにめまいを感じることがあります。  
13. 医師：それは授業中などに頻繁に起こることですか？  
14. 患者：いえ、そんなに頻繁ではありません。  
15. 医師：吐き気も感じられたと言いましたね。それは意識が戻ってからですか？  
16. 患者：はい、戻ったあとしばらく続きました。  
17. 医師：過去に何か大きな病気や手術を受けたことはありますか？  
18. 患者：いいえ、それはありません。  
19. 医師：それでは家族の方に何かしらの心臓や血圧の病気を持っている方はいらっしゃいますか？  
20. 患者：特に聞いたことはありません。家族はみんな元気です。  
21. 医師：ランニング中にはどんな感じがしましたか？胸が痛くなったり、息切れを感じたりしましたか？  
22. 患者：息切れは少しありましたけど、通常の運動のときと同じくらいでした。  
23. 医師：運動後に冷や汗をかいたり、手足が冷たくなるような感覚はありましたか？  
24. 患者：気を失ったあとに汗がびっしょりになって、手が冷たかった気がします。  
25. 医師：家族の方に全体の体調についてお聞きしてもよろしいですか？  
26. 患者家族：どうぞ、聞いてください。普段は元気で特別な病気はありません。  
27. 医師：普段の食事や水分摂取はしっかりされていますか？  
28. 患者家族：はい、特に不規則なことはありません。水分もよく摂っていると思います。  
29. 医師：運動中にこういった症状が他の場面で繰り返すときがあるかもしれませんか？  
30. 患者家族：昨日が初めてだったので、まだわかりません。  
31. 医師：念のため血圧を測定しました。今日は少し低めですね。普段から血圧が低い方ですか？  
32. 患者：言われたことはありませんが、前に測ったときも少し低いかもって言われたことがあります。  
33. 医師：起き上がったときにふらついたりすることが多いようなことはありますか？  
34. 患者：ときどきあります。  
35. 医師：念のため心臓の音を聞きましたが特に異常はありません。ストレスや不安が影響することもありますが、心当たりはありませんか？  
36. 患者：特に最近そんなことはないです。  
37. 医師：学校での友人関係や授業についての不安は特にありませんか？  
38. 患者：いいえ、それもありません。普通に楽しいです。  
39. 医師：心電図や血液検査、他の検査でも異常を確認する必要がありますが、そのようなストレスフルな状況で起こるタイプではなさそうですね。  
40. 患者：はい…。変なことがあったわけじゃないです。  
41. 医師：自律神経に関わる反応が原因で失神を起こすことがあります。このような場合、対処が必要です。  
42. 患者：そうなんですか？自分で対処できますか？  
43. 医師：ゆっくりと立ち上がったり、しっかりと水分や塩分補給をすることが大事です。  
44. 医師：また、ミネラルコルチコイドというお薬を少し使ってみても良い効果があるかもしれません。  
45. 患者：それで治りますか？  
46. 医師：症状をしっかり管理することができます。あと、頻繁に起こる場合には他のお薬も考慮します。  
47. 医師：特にバランス良く食事を摂り、水分をこまめに摂る習慣もこれから意識していくといいかもしれません。  
48. 患者：わかりました。運動もこれから怖くないようにしたいです。  
49. 医師：安心してください。この失神は「神経調節性失神」と呼ばれるもので、しっかり対策をとれば改善が見込めます。  
50. 患者：そうですか。ありがとうございます。これから気をつけます。
"
