"1. 医師：こんにちは。今日はどうされましたか？
2. 患者：最近、熱が出て、吐き気があります。
3. 医師：熱は何度くらいですか？
4. 患者：38.5℃ぐらいです。
5. 医師：それは辛そうですね。吐き気はいつからですか？
6. 患者：発熱が始まってからです。
7. 医師：吐き気はいつもありますか？それとも食事の後だけですか？
8. 患者：食後に頻繁に吐いています。
9. 医師：食欲はどうですか？
10. 患者：全然ありません。全く食べられないです。
11. 医師：体調は他にどんな感じですか？
12. 患者：全身がだるくて、体が重いです。
13. 医師：この症状が出たのはいつからですか？
14. 患者：一週間前からです。
15. 医師：その後、何か他の症状は出ましたか？
16. 患者：数日後に目や皮膚が黄色くなってきました。
17. 医師：黄疸はどのくらい目立ちますか？
18. 患者：目が特に黄色いです。
19. 医師：ご家族は心配されていますか？
20. 患者家族：はい、見た目がかなり変わってきていて心配です。
21. 医師：それでは、しばらくお話をお伺いしますね。
22. 医師：最近、何か特別な食事や旅行の経験はありましたか？
23. 患者：特にありませんが、最近友達とお酒を飲んだことがありました。
24. 医師：お酒を飲んだのはいつでしたか？
25. 患者：一週間前の土曜日です。
26. 医師：その時、飲んだ量はどれくらいですか？
27. 患者：かなり飲みました。ビールと焼酎です。
28. 医師：それから体調が悪くなったのですね。
29. 患者：はい、そうです。そこから悪化しました。
30. 医師：最近の体調の変化について、他に何か気になることはありますか？
31. 患者：特にはないですが、腹部が少し痛いです。
32. 医師：その痛みはどこですか？
33. 患者：おへそのあたりが少しです。
34. 医師：その痛みはどのくらいの強さですか？
35. 患者：軽い痛みです。耐えられます。
36. 医師：便は正常に出ていますか？
37. 患者：便は少し柔らかくなっています。
38. 医師：お腹は張った感じはありますか？
39. 患者：少しありますが、気にはなりません。
40. 医師：体重は減りましたか？
41. 患者：そうですね、少し減ったと思います。
42. 医師：水分はちゃんと取れていますか？
43. 患者：喉が渇いてもあまり飲めていません。
44. 医師：それも心配ですね。水分補給を意識してみてください。
45. 医師：お仕事はどうされていますか？
46. 患者：最近は休んでいます。体調が悪くて行けていません。
47. 医師：お仕事のストレスはありますか？
48. 患者：多少はありますが、それが原因ではないと思います。
49. 医師：では、少し検査を行いましょう。
50. 医師：結果が出たらお話ししましょうね。これで急性ウイルス性肝炎と診断されました。"
