"1. 医師：こんにちは。今日はどうされましたか？
2. 患者：こんにちは。最近、すごく疲れやすくて、食欲もなくて、肌や目が黄色くなってきたんです。
3. 医師：それは大変ですね。疲れやすさはいつから感じていますか？
4. 患者：発症から約1週間くらい前からです。
5. 医師：食欲が低下しているとのことですが、どのぐらい食べられなくなっていますか？
6. 患者：普段の半分も食べられない感じです。
7. 医師：皮膚や目の黄疸はどのくらい目立ってきましたか？
8. 患者：特に目の白い部分がかなり黄色くなってきました。
9. 医師：他に症状はありますか？例えば、腹痛や発熱などは？
10. 患者：そんなに熱はないんですが、少しお腹が痛い感じがします。
11. 医師：お腹の痛みはどれくらい続いていますか？
12. 患者：ここ数日ですかね。
13. 医師：痛みの場所はどの辺りですか？
14. 患者：右の方が少し痛いです。
15. 医師：それは気になりますね。最近、何か特別な食事を摂りましたか？
16. 患者：特に変わったものは食べてないと思います。
17. 医師：お酒は飲まれますか？
18. 患者：普段は飲まないんですが、数ヶ月前にちょっと飲んだくらいです。
19. 医師：お仕事は何をされていますか？
20. 患者：IT関係の仕事をしています。
21. 医師：忙しそうですね。ストレスは感じていますか？
22. 患者：はい、特に最近は忙しかったです。
23. 医師：ご家族の方はお元気ですか？
24. 患者：はい、家族はみんな元気です。
25. 医師：万が一、他の方が同じような症状を抱えていないか、家族に何か変わったことはありましたか？
26. 患者家族：私も少し疲れやすかった時期がありましたが、今は大丈夫です。
27. 医師：それはよかったです。お仕事の環境についてはどうですか？
28. 患者：オフィスでの作業が多いです。特に問題はなさそうです。
29. 医師：発熱はないとのことですが、吐き気を感じることはありますか？
30. 患者：少しだけ感じることがあります。
31. 医師：食事をするとき、何か特別なことを感じますか？
32. 患者：食べる気が起きないことが多いです。
33. 医師：腹部を触診させていただいてもいいですか？
34. 患者：もちろんです。お願いします。
35. 医師：軽度の肝腫大がありますね。これは気になります。
36. 患者：そうなんですね。どういうことなんでしょうか？
37. 医師：肝機能を調べる血液検査を行いましょう。
38. 患者：分かりました。血液検査はどうなるんですか？
39. 医師：肝機能マーカーやビリルビン値を確認します。
40. 患者：それはどのくらいの時間がかかりますか？
41. 医師：結果は数時間後には出ると思います。
42. 患者：分かりました。結果が気になります。
43. 医師：検査の結果、肝機能マーカーが正常の倍以上に上昇しています。
44. 患者：それは心配ですね。
45. 医師：総ビリルビン値も高くて、特に間接ビリルビンが上昇しています。
46. 患者：それはどういう意味ですか？
47. 医師：急性肝炎の可能性を考えます。家族に感染症の人はいますか？
48. 患者：特にはいないと思います。
49. 医師：HCV抗体検査の結果、陽性でした。急性C型肝炎の可能性があります。
50. 患者：そうですか。それが理由だったのですね。"
