"1. 医師：こんにちは、今日はどうされましたか？  
2. 患者：右のこめかみあたりに、すごくひどい頭痛がするんです。  
3. 医師：どれくらい前からその頭痛がありますか？  
4. 患者：1か月くらい前からです。  
5. 医師：その頭痛はいつもどんなときに起こりますか？  
6. 患者：夕方から夜にかけてです。毎日ほぼ同じ時間に感じます。  
7. 医師：頭痛はどれくらいの間続きますか？  
8. 患者：約1時間くらいです。その後は自然に治まる感じがします。  
9. 医師：頭痛が起きているとき、他に何か症状はありますか？  
10. 患者：右目が涙目になったり、鼻が詰まったりします。鼻水も出ますね。  
11. 医師：右目の腫れや赤みを感じることはありませんか？  
12. 患者：はい、少し腫れているような気がします。赤みもあると思います。  
13. 医師：症状が出ていないときにも、ふだん違和感があったりしますか？  
14. 患者：いえ、症状がない間は特に何も感じません。  
15. 医師：これまでに似たような頭痛を経験したことはありますか？  
16. 患者：いいえ、今回が初めてなんです。  
17. 医師：ご家族に頭痛で悩んでいる方はいらっしゃいますか？  
18. 患者：家族にも頭痛持ちの人はいません。  
19. 医師：これまで大きな病気や手術をしたことはありますか？  
20. 患者：特にありません。健康そのものだと思います。  
21. 医師：現在、頭痛を和らげるために何か試していることはありますか？  
22. 患者：市販の痛み止めを飲んでみましたけど、ぜんぜん効かなくて……。  
23. 医師：頭痛の前兆のようなもの、例えば光が眩しく感じるとか、音に敏感になるとかはありましたか？  
24. 患者：いえ、それは特に無かったです。  
25. 医師：頭痛の強さを10段階で表すとしたら、どれくらいですか？  
26. 患者：10に近いですね。とにかく耐えられないくらい痛いです。  
27. 医師：頭痛の位置はずっと右側だけですか？  
28. 患者：はい、右側だけです。  
29. 医師：その頭痛が始まると、どんな活動が制限されますか？  
30. 患者：痛みが強くて、何も手につかなくなります。仕事も集中できません。  
31. 医師：ストレスや寝不足など、きっかけになりそうなものは思い当たりますか？  
32. 患者：仕事が忙しいので多少はありますが、特別関係あるとは思えません。  
33. 医師：お酒を飲んだ後に頭痛が強くなると感じたことはありますか？  
34. 患者：そう言われれば、お酒を飲んだ日は頭痛が強い気がします。  
35. 医師：頭痛がある最中に動くと痛みが悪化しますか？  
36. 患者：いえ、動いても特に変わらないです。  
37. 医師：症状が出ているとき、何か特定の体勢でよくなることはありますか？  
38. 患者：特にありません。じっとしてるだけです。  
39. 医師：発作中にどのように過ごしていますか？  
40. 患者：痛みが引くまで、ただ耐えるしかないです。  
41. 医師：痛みが引いた後、ぐったり疲れることはありますか？  
42. 患者：いや、意外と普通に戻る感じです。  
43. 医師：頭痛が始まる直前に、何か特定の前触れやきっかけはありますか？  
44. 患者：いえ、予測はできないです。突然来ます。  
45. 医師：痛みの質ですが、ずきずきとした痛みですか？それとも絞られるような感じですか？  
46. 患者：ズキズキ、というか、刺すような痛みですね。  
47. 医師：目の周りや頭以外の部位に痛みはありませんか？  
48. 患者：ありません。完全に頭だけです。  
49. 医師：頭痛以外に気になる体の変化はありませんか？  
50. 患者：特にはないと思います。  
51. 医師：ここまでのお話ですと、群発頭痛という特定のタイプの頭痛を疑います。他の症状や検査結果も考慮し、この診断が当てはまると言えるでしょう。"
