"1. 医師：こんにちは。今日はどうされましたか？  
2. 患者：最近、動くと息切れがひどくて、体もだるいんです。  
3. 医師：動作時の息切れはいつごろから始まりましたか？  
4. 患者：2か月くらい前です。最初は軽かったんですけど、ここ数日で急にひどくなりました。  
5. 医師：何か特定の動きをした時に息切れを感じますか？たとえば階段を上るとか。  
6. 患者：そうですね、階段を上る時が特にきついです。買い物で歩くのも一苦労です。  
7. 医師：なるほど。他に気になる症状はありますか？  
8. 患者：お腹が張った感じがして、むくみがひどいんです。  
9. 医師：むくみの場所はどこですか？足とか手とか？  
10. 患者：特に足がむくんでパンパンです。手は大丈夫です。  
11. 医師：お腹が張る感覚についてもう少し教えてください。いつからですか？  
12. 患者：1か月くらい前からです。最近は痛いというほどじゃないけど、常に苦しい感じです。  
13. 医師：お食事は普通に食べられますか？  
14. 患者：なんだか食欲もなくて、少量でお腹いっぱいになります。  
15. 医師：体重の変化はありますか？最近急に増えたりしましたか？  
16. 患者：運動不足のせいだと思ってたんですけど、ここ1か月でかなり増えています。  
17. 医師：他に特に具合が悪く感じるところはありませんか？  
18. 患者：疲れやすいのもあります。少し動くだけでぐったりします。  
19. 医師：それは普段からですか？それとも最近特に感じるようになった？  
20. 患者：最近特にひどいです。前はもっと元気でした。  
21. 医師：これまで大きな病気や持病がありますか？  
22. 患者：10年ほど前にSLEと診断されて、経過観察を続けています。  
23. 医師：SLEの症状は今はコントロールされていますか？  
24. 患者：最近は安定していると言われています。薬もちゃんと飲んでいます。  
25. 医師：薬はどんなものを飲んでいますか？  
26. 患者：プレドニゾロンを毎日飲んでいます。他にも細かい薬がありますけど…。  
27. 医師：最近その薬の量が変わったりしましたか？  
28. 患者：いいえ、変わっていません。  
29. 医師：息切れや倦怠感が出る前に風邪を引いたり、何か感染症にかかったことはありましたか？  
30. 患者：特にありません。それが急にこの状態で困ってます。  
31. 医師：夜寝る時に息苦しさを感じたり、横向きじゃないと寝られないことはありませんか？  
32. 患者：そうかもしれません。仰向けになると少し息が苦しい気がします。  
33. 医師：最近、咳や痰が出たり、熱が出たりしたことはありますか？  
34. 患者：咳や痰はないですが、微熱が続いている感じです。  
35. 医師：胸やお腹が張るような痛みはありますか？  
36. 患者：お腹は張るけど、痛みとまではいきません。胸は特に痛くありません。  
37. 医師：心臓や肺の病気と言われたことはありますか？  
38. 患者：それは言われたことがないです。  
39. 医師：以前、足のむくみや腹部の膨らみが似たように出た経験はありますか？  
40. 患者：いえ、初めてです。  
41. 医師：どんな仕事をされていますか？無理をしていることはありませんか？  
42. 患者：事務仕事です。最近は特に仕事が忙しいわけでもないです。  
43. 医師：生活の変化や最近のストレスが多いことはありますか？  
44. 患者：特に変わったことはありません。  
45. 医師：食事や水分摂取の量は変わりありませんか？  
46. 患者：特に問題なく、これまでと変わらないです。  
47. 医師：家族に同じような症状が出ている人はいませんか？  
48. 患者：いません。誰も具合が悪そうにしていないです。  
49. 医師：ありがとうございました。一通りお話を伺いました。おそらく収縮性心膜炎というお病気が疑われます。  
50. 患者：そうですか…どんな病気なんですか？正直、初めて聞きました…。"
