"1. 医師：こんにちは、今日はどうされましたか？  
2. 患者：夕方になるとひどい頭痛があって、それと音がすごくうるさく感じるんです。  
3. 医師：頭痛はいつ頃から続いていますか？  
4. 患者：だいたい1か月くらい前から持続するようになりました。  
5. 医師：1か月前から持続的ということですが、それ以前にも頭痛があったのですか？  
6. 患者：はい、2か月くらい前に交通事故で軽いむち打ちになって、その後に軽い頭痛がたまに出てきました。  
7. 医師：交通事故のケガ以外には特に症状がありませんでしたか？  
8. 患者：ええ、その時はむち打ちだけでした。  
9. 医師：頭痛はどんな感じで痛みますか？ズキズキする感じですか、それとも締め付けられるような感じですか？  
10. 患者：締め付けられるような感じですね。夕方になると特にひどくなります。  
11. 医師：頭痛は横になると楽になりますか？  
12. 患者：そうですね、横になると軽くなります。  
13. 医師：起き上がる時や立ち上がる時に痛みが増しますか？  
14. 患者：はい、特に朝、起き上がる時にズキッと痛みます。  
15. 医師：音がうるさく感じるのはいつからですか？  
16. 患者：これも1か月くらい前からですね。普通の音でも耐えられないくらい煩わしく感じます。  
17. 医師：どんな音が特に気になりますか？  
18. 患者：話し声とか、家の中の音でさえもイライラします。  
19. 医師：耳鳴りや聞こえにくさはありますか？  
20. 患者：いいえ、それはないです。  
21. 医師：他に体の症状で気になることはありませんか？  
22. 患者：微熱が続いている感じです。大体37.5℃くらいですかね。  
23. 医師：微熱は毎日ありますか、それともたまにですか？  
24. 患者：たまにですけど、数日置きに感じます。  
25. 医師：寒気や汗をかくことはありますか？  
26. 患者：特にそういったことはありません。  
27. 医師：お仕事や日常生活には影響が出ていますか？  
28. 患者：はい、集中力がなくなって仕事がなかなか進まないです。  
29. 医師：普段寝る時間や睡眠の質に変化はありますか？  
30. 患者：夜も頭痛がひどい日があってよく眠れないんです。  
31. 医師：最近、体重が減ったり、食欲が落ちたりしましたか？  
32. 患者：特に体重は変わってないし、食欲も普通です。  
33. 医師：以前病気や手術を受けたことはありますか？  
34. 患者：大きな病気や手術はこれまでありません。  
35. 医師：悪化する要因として思い当たることはありますか？ 例えばストレスや特定の動作など。  
36. 患者：特にこれといった原因は思い当たりませんね。  
37. 医師：普段の飲酒や喫煙はどれくらいされていますか？  
38. 患者：お酒は週末に少し飲むくらいで、タバコは吸いません。  
39. 医師：現在、何か薬を服用されていますか？  
40. 患者：いえ、今は特に薬は飲んでいません。  
41. 医師：頭痛以外に嘔吐や視力の低下などの症状はありますか？  
42. 患者：いえ、そういうことはありません。  
43. 医師：体を動かしたときや運動後に頭痛が強くなることはありますか？  
44. 患者：特にそういうことはないですが、長く立ちっぱなしだと痛くなりますね。  
45. 医師：食事中や飲み物を飲むときに頭痛が強まることはありますか？  
46. 患者：それは特にありません。  
47. 医師：最近、体のふらつきや歩行のしづらさはありませんか？  
48. 患者：そういうことは今のところないです。  
49. 医師：家庭や職場でのストレスはどの程度ありますか？  
50. 患者：仕事の締め切りが多くてストレスはありますが関係あるかはわかりません。  
51. 医師：いくつかの検査を行った結果、髄液が漏れることで脳の圧が下がる「脳脊髄液減少症」と診断されました。"
