"1. 医師：今日はどうされましたか？
2. 患者：頭痛とすごい汗が2ヶ月も続いていて、もう耐えられなくて。
3. 医師：その頭痛はどんな感じですか？
4. 患者：突然すごく痛くなります。特におでことこめかみのあたりが。
5. 医師：発汗はどのように起こりますか？
6. 患者：全身に汗をかいて、特に夜はびっしょりになります。
7. 医師：その症状はいつから始まりましたか？
8. 患者：2ヶ月前くらいですかね。徐々にひどくなってきました。
9. 医師：他に気になる症状はありますか？
10. 患者：時々、頭がくらくらすることもあります。
11. 医師：最近、血圧を測ったことはありますか？
12. 患者：何度か高かったことはあります。180を超えたこともあったと記憶しています。
13. 医師：それは心配ですね。頻脈を感じることはありますか？
14. 患者：心臓がバクバクすることがよくあります。
15. 医師：目に違和感や充血はありませんか？
16. 患者：最近、目が赤いって周りにも言われますね。
17. 医師：甲状腺の治療を受けておられると聞きましたが。
18. 患者：はい、甲状腺機能低下症で薬を飲んでます。
19. 医師：薬の名前を覚えていますか？
20. 患者：はい、レボチロキシンです。
21. 医師：他に服用している薬やサプリはありますか？
22. 患者：それ以外は特にないですね。
23. 医師：最近、生活の変化やストレスはありましたか？
24. 患者：特にないと思いますが、仕事は忙しいです。
25. 医師：お仕事は何をされているのですか？
26. 患者：事務職をしています。最近プロジェクトが多くて。
27. 医師：緊張やストレスを感じることは多いですか？
28. 患者：そうですね、少し疲れがたまっています。
29. 医師：このような症状を感じるとき、何かきっかけがありますか？
30. 患者：特にないですね、急に来ます。
31. 医師：最近、体重の変化はありましたか？
32. 患者：特に変わらないです。
33. 医師：睡眠の質に問題はありますか？
34. 患者：夜汗をかくので、眠りが浅くて疲れます。
35. 医師：食欲は変わりませんか？
36. 患者：普通にあります。
37. 医師：家族の方に病気の心配がある方はいらっしゃいますか？
38. 患者：特にいませんね。
39. 医師：運動はどれくらいされていますか？
40. 患者：たまに散歩するくらいです。
41. 医師：喫煙やアルコールは摂取されていますか？
42. 患者：タバコは吸いません。お酒はたまに飲むくらいです。
43. 医師：あまり不整脈には心当たりないですか？
44. 患者：いえ、あまりないです。
45. 医師：最近、疲れやすさを感じることはありますか？
46. 患者：仕事が忙しいせいか、少しくたびれています。
47. 医師：お腹の痛みなど他にはないですか？
48. 患者：それはないです。
49. 医師：検査結果に基づいてお話しすると、推測される疾患があります。
50. 患者：どんな疾患ですか？
51. 医師：おそらく、褐色細胞腫という状態が考えられます。
診断が伝えられましたので、これで会話は終了です。"
