"1. 医師：今日はどうされましたか？
2. 患者：上を向くとめまいが起きるんです。
3. 医師：それはいつからですか？
4. 患者：1週間前からです。
5. 医師：めまいの頻度は増えていますか？
6. 患者：はい、徐々に増えてきました。
7. 医師：特にどんな動作をするとめまいが強くなりますか？
8. 患者：仰向けになると特に強くなります。
9. 医師：目を閉じるとどうなりますか？
10. 患者：目を閉じると少し軽減します。
11. 医師：そのめまいが日常生活に影響を与えていますか？
12. 患者：はい、支障が出ています。
13. 医師：具体的にはどのような影響ですか？
14. 患者：仕事に行くのがつらくなってきました。
15. 医師：以前から耳鳴りの症状はありますか？
16. 患者：以前から少しあります。
17. 医師：その耳鳴りもめまいと関連していますか？
18. 患者：どうかは分かりませんが、最近は気になりません。
19. 医師：家族はこの症状について何か気づいていることはありますか？
20. 患者家族：最近、よくめまいで座り込むのを見かけます。
21. 医師：めまいの時にどのくらいの時間続きますか？
22. 患者：数分くらいです。
23. 医師：めまいが起こった後、気分はどうですか？
24. 患者：少し気持ち悪くなりますが、すぐに治ります。
25. 医師：そうですか。何か他に普段と違うことはありますか？
26. 患者：特には思いつきません。
27. 医師：最近、ストレスや疲れが溜まっていると感じますか？
28. 患者：仕事が忙しいので少しストレスがあるかもしれません。
29. 医師：身体的には普段から運動などされていますか？
30. 患者：運動はあまりしていないです。
31. 医師：わかりました。身体的にはどうでしたか？
32. 患者：最近は特に変わりはありません。
33. 医師：他に持病や過去に大きな病気の経験はありますか？
34. 患者：特にはないです。
35. 医師：めまいの治療歴はありますか？
36. 患者：今までめまいの治療は受けたことがありません。
37. 医師：今日はめまいの検査もしますが、心配はないですよ。
38. 患者：はい、お願いします。
39. 医師：めまいがどんなときに起こるか、詳しく教えてもらえますか？
40. 患者：体位を変えたときに特に強くなります。
41. 医師：それは、どの体位が一番めまいを引き起こしますか？
42. 患者：頭を後ろに傾けた時です。
43. 医師：それは興味深いですね。他の体位でも確認しましたか？
44. 患者：横向きになると違和感がありますが、それほどではないです。
45. 医師：なるほど。では、少し耳の検査も行いますね。
46. 患者：はい、お願いします。
47. 医師：耳の状態は問題なさそうですが、MRIやCTの検査も行いましょう。
48. 患者：大丈夫ですか？
49. 医師：ええ、異常が見つからないようなら良性の可能性が高いです。
50. 患者：良性ですか？それは安心ですね。 
51. 医師：はい、良性発作性頭位性眩暈症が考えられますよ。"
