"1. 医師：こんにちは。今日はどうされましたか？  
2. 患者：運動をしていたら突然息が切れる感じがして、その後めまいや冷や汗も出てきて、だんだんひどくなったんです。  
3. 医師：それは大変でしたね。いつごろからそういった症状が始まったのですか？  
4. 患者：昨日の夕方です。  
5. 医師：運動をしていたということですが、何をしていたか教えてもらえますか？  
6. 患者：ランニングをしていました。最近ちょっと体を動かそうと思って。  
7. 医師：ランニング中に突然息切れが始まったのですね。それ以前には同じような症状はありましたか？  
8. 患者：いいえ、特にありませんでした。  
9. 医師：めまいや冷や汗は、その息切れの直後に出てきましたか？  
10. 患者：そうです。最初は息が苦しいだけだったんですが、続けてめまいがして汗もすごくかきました。  
11. 医師：症状はそのまま続いていますか？　それとも少し和らぐこともあるのでしょうか？  
12. 患者：一時的に少し落ち着くようなときもありますけど、基本的にはずっと続いていますね。  
13. 医師：他に体調の変化はありますか？例えば熱が出たり、胸が痛かったりすることは？  
14. 患者：熱や胸の痛みはないです。ただ、手足がしびれる感じがします。  
15. 医師：手足のしびれはいつから感じていますか？  
16. 患者：めまいと冷や汗が始まった後くらいからです。  
17. 医師：分かりました。症状が出る直前に何か特別なことがありましたか？例えばストレスがかかる出来事などは？  
18. 患者：最近ちょっと仕事のことで悩んでいて、それが当たっているかもしれません。  
19. 医師：なるほど。以前にもストレスが関係して体調が悪くなったことはありますか？  
20. 患者：いいえ、特にはありません。  
21. 医師：過去の病気や大怪我をしたことはありますか？  
22. 患者：特にありません。健康だと思ってました。  
23. 医師：薬やサプリメントを普段使っていますか？  
24. 患者：何も使っていません。  
25. 医師：運動以外には他に何か健康管理で特別なことをしていますか？  
26. 患者：特にしていませんね。普通に食事して寝てます。  
27. 医師：最近、食欲や睡眠に変化はありましたか？  
28. 患者：寝つきが悪いことは少し増えましたけど、食欲は普通です。  
29. 医師：ランニングの前に何か特別な飲み物や食べ物を取っていましたか？  
30. 患者：いえ、普通に水だけ飲んでました。  
31. 医師：家族に同じような症状が出た人はいませんか？  
32. 患者：いないと思います。  
33. 医師：ストレスのお話が出ましたが、最近特に精神的に辛かったことがあれば教えてください。  
34. 患者：仕事で期限が迫っていて、上司とも少し意見が合わなくて…。  
35. 医師：それは心配ですね。体力的にも感じることが多かったですか？  
36. 患者：はい、なんとなく疲れが取れない感じもありました。  
37. 医師：ランニングを始めたのは最近ですか？  
38. 患者：はい、気分転換になればと思って1週間くらい前から始めました。  
39. 医師：好きなことや趣味をする時間はありますか？  
40. 患者：最近はあまり余裕がなくて。  
41. 医師：息切れのときに、息苦しさを感じますか？それとも単に早くなる感じでしょうか？  
42. 患者：苦しくて息がたいへん速くなります。  
43. 医師：息が速いことによって他にどこか痛くなったり、しんどくなる感じはありますか？  
44. 患者：胸は痛くないです。でも頭がぼーっとする感じがあります。  
45. 医師：分かりました。今感じる不安はどうですか？かなりつらい感じですか？  
46. 患者：はい、不安で仕方ないです。こんなこと初めてなので…。  
47. 医師：大丈夫です。診察の結果、命に関わる問題ではなさそうです。ただ、過換気症候群が疑われます。  
48. 患者：過換気症候群ですか？  
49. 医師：はい、過換気で体の二酸化炭素が減りすぎている状態です。これはストレスとも関係しています。  
50. 患者：そうだったんですね…。"
