"1. 医師：こんにちは、今日はどうされましたか？  
2. 患者：最近、動悸や息切れが頻繁に起こるんです。特に何もしていない時でもです。  
3. 医師：それはいつ頃から始まりましたか？  
4. 患者：たぶん数か月前くらいからですね。最初はそんなに気にならなかったんですが、最近悪化してる気がします。  
5. 医師：どんな時に症状が強くなりますか？  
6. 患者：ストレスを感じている時や、少し運動した後が多いです。  
7. 医師：具体的にはどんな運動をした時ですか？  
8. 患者：軽いランニングや階段を上った時です。  
9. 医師：安静にしている時でも症状が出ることはありますか？  
10. 患者：はい、最近はじっとしている時でも動悸や息切れを感じます。  
11. 医師：他に何か気になる症状はありますか？  
12. 患者：汗をすごくかくようになりました。特に症状が出るときには全身びっしょりになるほどです。  
13. 医師：例えば夜中に汗で目が覚めることはありますか？  
14. 患者：いいえ、夜中は特にないですね。  
15. 医師：発熱や体が冷える感じはありますか？  
16. 患者：発熱はないです。少し冷や汗っぽい感じになることはありますけど。  
17. 医師：では普段の生活に何か変わったことはありませんでしたか？  
18. 患者：特に思い当たることはないですね。  
19. 医師：飲んでいる薬やサプリメントはありますか？  
20. 患者：いいえ、何も飲んでいません。  
21. 医師：カフェインやアルコールの摂取状況はどうですか？  
22. 患者：コーヒーは1日1杯飲むくらいです。アルコールはほとんど飲みません。  
23. 医師：家族に似た症状の方はいらっしゃいますか？  
24. 患者：両親や兄弟にそういった話は聞いたことがないです。  
25. 医師：運動以外にストレスを感じたり、大きな出来事が最近ありましたか？  
26. 患者：仕事でちょっと忙しい時期が続いていますが、それ以外は特にないです。  
27. 医師：最近体重の変化はありましたか？  
28. 患者：特に変わっていないと思います。  
29. 医師：血圧の測定をしたことはありますか？  
30. 患者：いえ、自分で測ったことはないです。  
31. 医師：今測定した結果、血圧がかなり高い状態です。これはよくあることですか？  
32. 患者：え、知らなかったです。血圧が高いなんて考えたこともありませんでした。  
33. 医師：心拍数も高めですね。普段からこんな感じですか？  
34. 患者：そんなことないと思います。  
35. 医師：診察中に発汗が出ていますが、これも日常的によく見られる症状ですか？  
36. 患者：はい、こうやって急に汗がでることが多いです。  
37. 医師：ここ最近、胸痛やめまい、吐き気を感じたことはありますか？  
38. 患者：めまいが少しあった気がしますけど、胸痛や吐き気はないです。  
39. 医師：過去に入院歴や大きな病気をしたことはありますか？  
40. 患者：いえ、特に病気やけがで病院にかかったことはありません。  
41. 医師：今、仕事ではどれくらいのストレスを感じていますか？  
42. 患者：まあまあ忙しいですが、乗り越えられないほどではないと思っています。  
43. 医師：今回の症状が生活にどれくらい影響を与えていると感じますか？  
44. 患者：最近は動悸や息切れが怖くて運動を控えるようになりました。  
45. 医師：運動を控えたけれど症状が改善しないということですか？  
46. 患者：はい、安静にしている時でも起きるので、しんどい時があります。  
47. 医師：いろいろお話を伺いましたが、自律神経の調節が関わる病気をまず疑います。  
48. 医師：また、この血圧やホルモン分泌に関連する可能性が高いので、詳しい検査をしましょう。  
49. 患者：わかりました、よろしくお願いします。  
50. 医師：検査結果より、右副腎に腫瘍があり、多量のカテコラミン分泌によるpheochromocytomaであることがわかりました。  
診断が下ったので終了です。"
