"1. 医師：今日はどうされましたか？
2. 患者：1年以上前から左手がよく震えるようになり、最近は階段でバランスを崩しやすくなっているんです。
3. 医師：それは心配ですね。他にはどんな症状がありますか？
4. 患者：字を書くときも手が震えて、細かい作業がやりにくくなってます。
5. 医師：震えはいつの時間帯に強く感じますか？
6. 患者：安静にしているときに特に震えてます。
7. 医師：動作に勢いがないとか、動きづらさを感じることはありますか？
8. 患者：ええ、動き始めるのが少し遅くなった感じがします。
9. 医師：表情についても何か変化を感じますか？
10. 患者：そういえば、家族が最近表情が乏しいって言ってました。
11. 医師：歩き方に変化はありますか？
12. 患者：そうですね、前かがみになって歩いている気がします。
13. 医師：右手にも震えを感じますか？
14. 患者：左手ほどではありませんが、少し震えることがあります。
15. 医師：階段でつまずくことが増えたとおっしゃいましたが、どのくらいの頻度ですか？
16. 患者：週に数回はつまずいてしまいます。
17. 医師：睡眠や食欲に変化はありませんか？
18. 患者：特にありません。食欲も睡眠も以前と変わりありません。
19. 医師：ストレスの多い生活を送っていますか？
20. 患者：仕事を引退してからは、特にストレスはないと思います。
21. 医師：何か服用している薬はありますか？
22. 患者：特にないです。サプリメントくらいです。
23. 医師：ご家族に同じような症状の方はいらっしゃいますか？
24. 患者：いいえ、いません。
25. 医師：最近行った検査や診察結果について何か聞いていますか？
26. 患者：MRIを撮ったんですけど、異常はないって言われました。
27. 医師：では、甲状腺の機能なども検査しましたか？
28. 患者：はい、それも特に異常はなかったようです。
29. 医師：いま一番困っていることは何ですか？
30. 患者：やっぱり、日常の作業がしづらくなっていることですね。
31. 医師：安静時の震えや動作の遅さについて、一般的にはどう見られていますか？
32. 患者：詳しくはわからないですが、心配ではあります。
33. 医師：これまで心臓や消化器系の疾患で治療を受けたことはありますか？
34. 患者：特にありません。
35. 医師：その震えや動作に緩慢さは、どのくらいの頻度で起こりますか？
36. 患者：毎日感じています。
37. 医師：そのためにどんなことができなくなりましたか？
38. 患者：特に細かい作業や書類を書くのが大変です。
39. 医師：筋肉のこわばりを感じることはありますか？
40. 患者：筋肉が硬いと感じることはときどきあります。
41. 医師：その他に何か気になる症状がありますか？
42. 患者：今話したことがすべてです。
43. 医師：社会生活や家庭生活に影響は出ていますか？
44. 患者：家内には手伝ってもらうことが増えました。
45. 医師：調べている間、どんなことを考えましたか？
46. 患者：このままだとどうなるか心配です。改善できればと思っています。
47. 医師：安静時振戦、筋強剛、動作緩慢などから考えられる疾患があります。
48. 患者：そうなんですか。なにか治療法はありますか？
49. 医師：症状と所見を総合的に考えると、パーキンソン病が疑われます。
50. 患者：わかりました、治療について具体的に教えてください。"
