"1. 医師：今日はどうされましたか？
2. 患者：最近、高血圧が続いているのと、夜中にトイレに何度も行くんです。
3. 医師：それは困りましたね。血圧の状態はどれくらい続いていますか？
4. 患者：もう何年も高いままで、薬も飲んでるんですけど効かなくて。
5. 医師：どんな薬を飲んでいますか？
6. 患者：詳しくは覚えてないけど、一度見てもらった時に降圧剤を処方されました。
7. 医師：分かりました。他に何か体調に変化はありましたか？
8. 患者：実は、10年前に腎臓結石になったことがあるんです。
9. 医師：それ以来、お変わりはありませんか？
10. 患者：特にはないですけど、頻尿が気になります。
11. 医師：夜間の頻尿は具体的にどれくらいの頻度ですか？
12. 患者：1晩に3～4回起きることもあります。
13. 医師：なるほど、生活に支障をきたしそうですね。身長と体重を教えていただけますか？
14. 患者：身長は175cmで、体重は78kgです。
15. 医師：ありがとうございます。浮腫やむくみは感じたことがありますか？
16. 患者：特にむくんだ感じはないです。
17. 医師：心音や息切れはどうですか？
18. 患者：心配になるようなことはありません。
19. 医師：低カリウム血症の指摘を受けたことはありますか？
20. 患者：最近検査したらカリウムが低いって言われました。
21. 医師：その検査でK値はどれくらいだったか覚えてますか？
22. 患者：確か3.0って言われました。
23. 医師：低めの値ですね。ご家族にも同様の症状の方はいらっしゃいますか？
24. 患者：特にいないです。
25. 医師：血液検査では他に異常はなかったですか？
26. 患者：腎機能や肝機能には問題なかったと言われました。
27. 医師：何か特別な食事制限や生活習慣はありますか？
28. 患者：特にしていないですね。普通です。
29. 医師：日常的にどのくらい運動されますか？
30. 患者：あまり運動はしていません。
31. 医師：腹部に何かしこりのようなものを感じたりしませんか？
32. 患者：特にないと思います。
33. 医師：以前にレニンやアルドステロンの検査をされたことはありますか？
34. 患者：それは今回初めて言われました。
35. 医師：結果について何か言われましたか？
36. 患者：レニンが低くて、アルドステロンが高かったって言われました。
37. 医師：腹部のCTスキャンを受けたことがありますか？
38. 患者：はい、左側の副腎に腺腫があると言われました。
39. 医師：それでは、頻繁に血液検査を受けられていますね。
40. 患者：はい、定期的に通っています。
41. 医師：腺腫の手術の提案は受けてますか？
42. 患者：はい、手術した方がいいかもと言われました。
43. 医師：手術についてどう思いますか？
44. 患者：もし良くなるなら受けたいです。
45. 医師：スピロノラクトンを処方されたことはありますか？
46. 患者：最近飲み始めました。
47. 医師：効果は感じていますか？
48. 患者：少しずつ良くなっている気がします。
49. 医師：分かりました。いくつかお聞き出来て良かったです。
50. 医師：おそらく、原発性アルドステロン症、いわゆるConn症候群が考えられます。"
