"1. 医師：こんにちは。今日はどうされましたか？  
2. 患者：最近、夜中に咳が止まらなくて、息がしづらくなることがあるんです。  
3. 医師：それはお辛いですね。咳はどのくらい前から続いていますか？  
4. 患者：3か月くらい前からですけど、ここ1週間でかなり悪化してきました。  
5. 医師：特に夜間や何か特定の状況でひどくなったりしますか？  
6. 患者：はい、夜寝ている時や、運動の後に特に息苦しくなります。  
7. 医師：咳の他に、ゼーゼーする音や胸が苦しくなる感じはありますか？  
8. 患者：ゼーゼー音がします。それに胸のあたりがすごく重い感じで、苦しくなります。  
9. 医師：咳が出る時、市販の薬などをお使いになったことはありますか？  
10. 患者：咳止めを試してみたんですが、全然効きませんでした。  
11. 医師：なるほど。日中にも同じ症状が出ることはありますか？  
12. 患者：日中も時々あるんですけど、夜の方がずっとひどいです。  
13. 医師：夜、咳や息苦しさで目が覚めることはありますか？  
14. 患者：はい、最近はほぼ毎晩です。寝られなくて困っています。  
15. 医師：日常生活にも支障が出るほどでしょうか？  
16. 患者：はい、集中力もなくて、職場でもミスが増えてしまいました。  
17. 医師：これまでにアレルギーを指摘されたことはありますか？  
18. 患者：特にないと思います。  
19. 医師：家族にアレルギーや喘息の方はいらっしゃいますか？  
20. 患者：たぶんいないと思います。  
21. 医師：過去に何か大きな病気をしたことがありますか？  
22. 患者：特にありません。健康だったと思います。  
23. 医師：咳や息苦しさ以外に、鼻づまりや目のかゆみはありますか？  
24. 患者：いいえ、そういう症状はないです。  
25. 医師：風邪を引いたり、体調を崩した直後に症状が始まったわけではないですよね？  
26. 患者：そういうわけではないです。普段は元気なんで…。  
27. 医師：ストレスや生活環境の変化など、何か思い当たることはありますか？  
28. 患者：仕事で忙しいけど、それが原因かどうかはわからないですね。  
29. 医師：ペットは飼われていますか？また、最近家の掃除はどうされていますか？  
30. 患者：ペットはいませんし、掃除も普通にしています。  
31. 医師：職場や家で、ほこりっぽい環境ではないですか？  
32. 患者：そんなことはないと思います。  
33. 医師：（身体診察中）呼吸音を確認しますね。少し息を吸って、吐いてください。  
34. 患者：わかりました。  
35. 医師：（聴診）ゼーゼー音が聞こえますね。他に痛みや不快感はないですか？  
36. 患者：特に痛みはないです。  
37. 医師：息を吸ったり吐いたりするのが苦しいことはありますか？  
38. 患者：吐き出す時に息が苦しい感じがします。  
39. 医師：運動後に症状が出るとのことですが、どんな運動をした時ですか？  
40. 患者：ジョギングとか、少し息が上がる程度の運動の後ですね。  
41. 医師：風が強い日や寒い日に症状が悪化することはありますか？  
42. 患者：あ、そういえば寒い日には息がしづらいと感じることが多いです。  
43. 医師：咳は痰を伴いますか？それとも乾いた感じですか？  
44. 患者：痰はほとんど出ません。乾いた咳が多いです。  
45. 医師：お食事などで喉がむせたりすることは？  
46. 患者：それは特にないですね。  
47. 医師：最近、体重の変化や疲労感はありますか？  
48. 患者：体重は変わっていません。疲れやすいのはありますけど。  
49. 医師：検査結果をまとめますと、気管支喘息が疑われます。吸入薬を使った治療を始めてみましょう。  
50. 患者：そうですか。わかりました。お願いします。  "
