"1. 医師：こんにちは。今日はどうされましたか？ 
2. 患者：お腹が痛くて、下痢もしています。 
3. 医師：それはいつから始まりましたか？ 
4. 患者：約1ヶ月前からです。最初は食後に少しお腹が張る程度でした。 
5. 医師：そこからどのように変わりましたか？ 
6. 患者：次第に頻繁にお腹が痛くなって、1日に何回も水様便が出るようになりました。 
7. 医師：腹痛はどんな感じですか？ 
8. 患者：鈍い痛みで、特に下腹部がひどいです。 
9. 医師：これ以外に、体調に変化はありましたか？ 
10. 患者：はい、体重が減ってきました。 
11. 医師：どのくらい減りましたか？ 
12. 患者：約5kg減りました。来る前は65kgでした。 
13. 医師：それに加えて他に症状はありますか？ 
14. 患者：発熱や全身のだるさも感じています。 
15. 医師：熱はどのくらいありましたか？ 
16. 患者：微熱が続いている感じです。 
17. 医師：お腹の痛みは食事によって変わりますか？ 
18. 患者：食べた後は特に痛みが増す気がします。 
19. 医師：食事内容に制限はありますか？ 
20. 患者：特に制限はしていませんが、油っぽいものは避けています。 
21. 医師：最近のストレスはどうですか？ 
22. 患者：仕事が忙しくて、少し疲れています。 
23. 医師：家族はこの症状について何か言っていますか？ 
24. 患者家族：彼は最近元気がなくなりました。食欲も減っています。 
25. 医師：血便は見たことがありますか？ 
26. 患者：ありません。 
27. 医師：痛みの位置は常に同じですか？ 
28. 患者：はい、特に下腹部です。 
29. 医師：朝と夜で痛みの程度は変わりますか？ 
30. 患者：朝は少し楽ですが、夜になると悪化する感じです。 
31. 医師：腹部の圧痛はありますか？ 
32. 患者：はい、触ると痛みがあります。 
33. 医師：腸の動きについてはどう感じますか？ 
34. 患者：お腹がごろごろする音がよくします。 
35. 医師：最近、変わった食べ物や旅行はしましたか？ 
36. 患者：特にありませんが、外食が多かったです。 
37. 医師：最近の食生活について教えてください。 
38. 患者：カレーやピザをよく食べていました。 
39. 医師：カフェインやアルコールの摂取はどうですか？ 
40. 患者：コーヒーは1日に2杯飲んでいますが、アルコールは飲まないです。 
41. 医師：お腹以外に何か問題はありますか？ 
42. 患者：特にはないですが、体がなんとなくだるいです。 
43. 医師：疲労感はいつから感じていますか？ 
44. 患者：腹痛が始まってからだと思います。 
45. 医師：下痢の回数は増えてきていますか？ 
46. 患者：はい、最近はほぼ毎日です。 
47. 医師：体調不良で仕事を休んだことはありますか？ 
48. 患者：2回休みましたが、続けていくのは大変です。 
49. 医師：ストレス解除の方法はありますか？ 
50. 患者：友達と話すことで少し楽になります。 
51. 医師：さあ、症状の話をしてくれてありがとう。検査を行いましょう。あなたが抱えているのは、Crohn病です。"
