"1. 医師：こんにちは。今日はどうされましたか？  
2. 患者：2週間ほど前から下痢がひどく続いていて、下腹部も痛いんです。  
3. 医師：わかりました。それに加えて他に何か症状はありますか？  
4. 患者：吐き気もあります。それと体がだるくて動くのがつらいです。  
5. 医師：下痢はどのくらいの頻度ですか？  
6. 患者：1日に10回以上はあります。水のような下痢です。  
7. 医師：2週間ほど前からとのことですが、その前に何か変わったことがありましたか？  
8. 患者：尿路感染症になりまして、そのときに薬を飲んでました。  
9. 医師：尿路感染症の薬は覚えていますか？  
10. 患者：ええ、確かレボフロキサシンという薬だったと思います。  
11. 医師：薬を1日何回、どのくらいの期間飲みましたか？  
12. 患者：1日1回で7日間飲みました。  
13. 医師：薬を飲み終わってからどのくらいで下痢が始まりましたか？  
14. 患者：薬を飲み終えた1週間後くらいからですね。  
15. 医師：下痢以外に発熱や寒気はありますか？  
16. 患者：微熱はありますね。37度後半くらいです。  
17. 医師：腹痛ですが、どんな痛みでどこが痛みますか？  
18. 患者：下腹部がズキズキ痛みます。  
19. 医師：吐き気はいつ頃から始まりましたか？  
20. 患者：下痢が始まった少し後くらいですね。  
21. 医師：市販薬は試されましたか？  
22. 患者：はい、下痢止めを飲んでみましたが、全然効きませんでした。  
23. 医師：普段の食事や水分摂取に変わったことはありますか？  
24. 患者：最近は下痢のせいであまり食べられず、水分も十分に取れてないかもしれません。  
25. 医師：他に体重が減ったり、疲れやすさを感じたことはありますか？  
26. 患者：はい、体重が少し減ったと思います。すごく疲れやすいです。  
27. 医師：日常生活に支障は出ていますか？  
28. 患者：はい、家事もほとんどできない状態です。  
29. 医師：お腹を触って診察してみますね。少し痛みますか？  
30. 患者：触られると少し痛いです。特に下の方が。  
31. 医師：お腹の音を聞くと、腸がかなり動いている音がします。便の状態ですが、血や膿は混じっていませんか？  
32. 患者：うーん、特に血は見たことがないです。  
33. 医師：水分摂取が少ないとのことですが、尿の出も減っていませんか？  
34. 患者：はい、確かに尿の量が減っています。  
35. 医師：ふだん便秘や下痢でお困りになることはありましたか？  
36. 患者：いいえ、今まで特にそういったことはありません。  
37. 医師：最近、海外旅行や特別な食事をされたことはありますか？  
38. 患者：いいえ、どちらもありません。  
39. 医師：家族で同じ症状を訴えている方はいませんか？  
40. 患者：他の家族は元気です。  
41. 医師：普段腸の病気やアレルギーなど診断されたことはありますか？  
42. 患者：特にありません。  
43. 医師：この下痢は体位や食事に関係なく起きますか？  
44. 患者：はい、どんなときも関係なく出ますね。  
45. 医師：便を検査に出し、さらに血液検査も行いましょう。  
46. 患者：お願いします。  
47. 医師：検査結果が出ました。便にClostridioides difficileという菌が確認され、その毒素も検出されました。また、腸内に偽膜ができていることが確認されました。  
48. 患者：そうなんですか。それはどういう病気なんでしょうか？  
49. 医師：Pseudomembranous colitisという病気です。抗生物質が影響して腸内の善玉菌が減少し、この菌が増えすぎてしまったことが原因と考えられます。  
50. 患者：抗生物質が原因だったんですね。どうすれば治りますか？  
51. 医師：Vancomycinという薬を一定期間服用して治療します。また、脱水状態も補正する必要があります。  
52. 患者：わかりました、よろしくお願いします。  "
