"1. 医師：こんにちは。今日はどうされましたか？
2. 患者：最近、熱が出てとても疲れています。
3. 医師：熱はどのくらい続いていますか？
4. 患者：最初は少しだったんですが、今では毎日高熱が出ます。
5. 医師：最高で何度まで上がりましたか？
6. 患者：38.5度まで上がったことがあります。
7. 医師：他に気になる症状はありますか？
8. 患者：顔に赤い発疹が出てきました。
9. 医師：その発疹はいつから出てきましたか？
10. 患者：1か月前くらいからです。
11. 医師：発疹はずっと出続けていますか、それとも消えることもありますか？
12. 患者：ほぼずっと出ていますが、日によって少し薄くなることもあります。
13. 医師：発疹の色や形はどのような感じですか？
14. 患者：顔は蝶の形みたいに赤くなっています。
15. 医師：なるほど、関節の調子はいかがですか？
16. 患者：手指や膝が特に痛いです。
17. 医師：その痛みは朝が特にひどいですか？
18. 患者：はい、朝起きた時が一番こわばります。
19. 医師：日中はどうですか？
20. 患者：日中は少し楽になります。
21. 医師：最近、何か気になることはありませんでしたか？
22. 患者：特にはないと思いますが、ストレスが溜まっている感じはあります。
23. 医師：そうですか、他に家族で同じような症状を抱えている人はいませんか？
24. 患者家族：私たちの家族には特にいませんが、最近娘が疲れやすいと話しています。
25. 医師：それも関係があるかもしれませんね。体調の変化は他にありませんか？
26. 患者：うーん、足元が冷えることがよくあります。
27. 医師：そうなんですね。食欲はどうですか？
28. 患者：少し落ちていると思います。
29. 医師：体重は減ってきていますか？
30. 患者：はい、ちょっとだけ減りました。
31. 医師：それについても聞いておきますね。皮疹はかゆみを伴っていますか？
32. 患者：かゆみはあまり感じません。
33. 医師：発疹が出る前に、風邪などの症状はありましたか？
34. 患者：いいえ、特に風邪はひいていませんでした。
35. 医師：家族の中で病気された方はいらっしゃいますか？
36. 患者家族：私の両親は健康ですが、親戚には自己免疫がある人がいます。
37. 医師：自己免疫に関して思い当たることはありますか？
38. 患者：思いつきませんが、体調には影響しているのかもしれません。
39. 医師：そうですか。最近は運動や生活習慣に変化はありましたか？
40. 患者：運動はあまりしていなかったかもしれません。
41. 医師：ストレスがかかることはありましたか？
42. 患者：学校や友人関係で少しストレスに感じています。
43. 医師：ストレスが影響することもありますから、もう少し詳しく考えますね。皮疹について何か特別なケアをしていますか？
44. 患者：特別に何もしていません。
45. 医師：分かりました。今感じている症状について再確認させてもらいます。
46. 患者：はい、お願いします。
47. 医師：発熱、皮疹、関節痛があり、特に関節痛が朝方に強く出るということですね。
48. 患者：そうです。
49. 医師：では、血液検査を行ってみましょうか。
50. 医師：結果をもとに、全身性エリテマトーデス（SLE）という診断が考えられます。"
