"1. 医師：今日はどうされましたか？
2. 患者：手足が痛いんです。
3. 医師：痛みはいつから始まりましたか？
4. 患者：3か月前からです。
5. 医師：最初はどの部分が痛みましたか？
6. 患者：左足の指が軽く痛みました。
7. 医師：その痛みは徐々に広がりましたか？
8. 患者：はい、数週間経つと全身に広がりました。
9. 医師：今はどの部分に痛みがありますか？
10. 患者：特に手の指と足の指が痛いです。
11. 医師：痛みの強さはどうですか？
12. 患者：かなり強いです。
13. 医師：痛み以外に、他の症状はありますか？
14. 患者：潰瘍もできています。
15. 医師：潰瘍はどの部分にありますか？
16. 患者：両手と両足の指に複数あります。
17. 医師：潰瘍の大きさはどうですか？
18. 患者：だんだん大きくなっています。
19. 医師：潰瘍はどのように見えますか？
20. 患者：赤くなっていて、触ると痛いです。
21. 医師：潰瘍ができる前に何か特別なことがありましたか？
22. 患者：特に思い当たることはありません。
23. 医師：潰瘍はいつも痛いですか？
24. 患者：潰瘍の周りが特に痛いです。
25. 医師：他に発熱や倦怠感はありますか？
26. 患者：少し熱っぽいです。たぶん37.8度くらい。
27. 医師：最近、他の病気にかかりましたか？
28. 患者：いいえ、特には思いつきません。
29. 医師：家族に同じような症状の人はいますか？
30. 患者：いませんが、ちょっと母が心配しています。
31. 医師：母親は何か具体的なことを言っていますか？
32. 患者家族：彼女は痛みが続いていることを心配しています。
33. 医師：他に何か気になることはありますか？
34. 患者：最近は仕事も手につかなくて、ストレスが溜まっています。
35. 医師：ストレスは体に影響を与えることがありますね。
36. 患者：はい、仕事の量が多くなってきて大変です。
37. 医師：そのストレスが痛みに影響している可能性もあります。
38. 患者：そうかもしれません。
39. 医師：血液検査を行ったことはありますか？
40. 患者：はい、血液検査をしたことがあります。
41. 医師：結果はどうでしたか？
42. 患者：白血球が多かったです。
43. 医師：他に特別な異常はありましたか？
44. 患者：C反応性蛋白が高かったです。
45. 医師：感染の可能性も考えられますね。
46. 患者：検査では陰性だったそうです。
47. 医師：それでは、自己免疫疾患の可能性も考えないといけませんね。
48. 患者：はい、何か心配です。
49. 医師：検査を続けて詳しく調べる必要がありますね。
50. 患者：よろしくお願いします。
51. 医師：その結果から、TAO（Buerger病）と診断します。"
