"1. 医師：今日はどうされましたか？  
2. 患者：右の腰とお腹がずっと痛くて、熱もあるんです。  
3. 医師：痛みと熱はいつ頃から始まりましたか？  
4. 患者：1週間くらい前から微熱が出始めて、その後、右側の腰が痛くなりました。  
5. 医師：腰の痛みはどんな感じですか？鋭い痛みですか、それとも鈍い痛みですか？  
6. 患者：鈍い痛みです。じわじわと続いている感じです。  
7. 医師：熱はどのくらいの高さになっていますか？  
8. 患者：昨日一番高い時で38.5度くらいでした。  
9. 医師：悪寒や汗をかくことはありましたか？  
10. 患者：はい、悪寒がひどかったです。夜も汗をかいてました。  
11. 医師：嘔気や吐き気はありますか？  
12. 患者：2日前から吐き気が出てきて、ご飯が全然食べられません。  
13. 医師：これまでに何か病気をしたり、治療したりしたことはありますか？  
14. 患者：腎結石があったことがあります。  
15. 医師：腎結石はいつ頃診断されましたか？  
16. 患者：5年くらい前です。治療してから特に問題はなかったです。  
17. 医師：それ以外に大きな病気や手術をしたことはありますか？  
18. 患者：いいえ、特にありません。  
19. 医師：現在、飲んでいる薬やサプリメントはありますか？  
20. 患者：特に何も飲んでいません。  
21. 医師：ご職業は何をされていますか？  
22. 患者：少しお店で手伝いをしているくらいです。  
23. 医師：最近何かストレスのあることがありましたか？  
24. 患者：特に変わったことはないです。  
25. 医師：排尿時に痛みや違和感はありますか？  
26. 患者：はい、排尿時に少しヒリヒリする感じがあります。  
27. 医師：尿の色に変化や臭いの強さを感じたことはありますか？  
28. 患者：少し濁っているような気がしました。  
29. 医師：日常的に水分はどのくらい取っていますか？  
30. 患者：あまりたくさんは飲まない方です。  
31. 医師：体温を測ったのはいつが最後ですか？  
32. 患者：先ほど家で測った時に38.7度ありました。  
33. 医師：お腹の痛みですが、歩いたり動くと痛みは増しますか？  
34. 患者：動くと少し痛みが強くなる気がします。  
35. 医師：お腹のどのあたりが痛いか、教えていただけますか？  
36. 患者：右の横腹のあたりです。  
37. 医師：痛みが体の前面まで広がることはありますか？  
38. 患者：広がる感じはないです。  
39. 医師：腰の部分を叩いた時に痛みを感じたことはありますか？  
40. 患者：はい、右の腰を叩かれるとズキっと痛いです。  
41. 医師：普段の排便は問題ありませんか？  
42. 患者：特に変わったことはないです。  
43. 医師：ご家族に何かご意見ありましたらお聞きしてもよろしいですか？  
44. 患者家族：ここ数日、すごくしんどそうで熱が高いので心配でした。  
45. 医師：ありがとうございます。他に変わったところは見受けられますか？  
46. 患者家族：右側をよく抑えているので、痛みが強いようです。  
47. 医師：分かりました。尿路や腎臓に問題がありそうですので、詳しく調べますね。  
48. 患者：よろしくお願いします。  
49. 医師：検査の結果、急性腎盂腎炎の診断がつきました。  
50. 患者：そうなんですか…。どんな治療をしますか？"
