"1. 医師：今日はどうされましたか？  
2. 患者：3日前から熱が出て、全身がだるい感じがします。  
3. 医師：発熱はどのくらいの体温でしたか？  
4. 患者：38度台をずっと維持しています。  
5. 医師：他に何か気になる症状はありますか？  
6. 患者：喉がすごく痛くて、飲み込むのがつらいんです。  
7. 医師：喉の痛みはいつから始まりましたか？  
8. 患者：熱が出た次の日くらいからです。どんどん悪化してます。  
9. 医師：普段市販薬は飲まれていますか？  
10. 患者：解熱剤を飲んでいますが、効果がありません。  
11. 医師：最近、どこか旅行に行かれたりしましたか？  
12. 患者：いえ、特にどこへも行っていません。  
13. 医師：ペットを飼っていたり、動物と接触したことはありますか？  
14. 患者：特に動物と触れ合う機会はありません。  
15. 医師：過去に同じような症状で病院を受診されたことはありますか？  
16. 患者：いいえ、こんなに喉が痛くなったのは初めてです。  
17. 医師：職場やご家族に同じような症状の方はいらっしゃいますか？  
18. 患者：家族や職場では特に誰も体調を崩していません。  
19. 医師：食欲や水分摂取はどのくらいありますか？  
20. 患者：食欲はあまりないです。水分は少しずつ飲めているくらいです。  
21. 医師：お腹の痛みや気持ち悪さは特に感じますか？  
22. 患者：お腹は大丈夫です。痛みとかはないです。  
23. 医師：喉の痛みですが、片側だけですか？それとも両方痛みますか？  
24. 患者：両側とも痛いですね。声を出すのもつらい感じです。  
25. 医師：息苦しさや咳などはどうですか？  
26. 患者：息苦しさはないですが、唾を飲み込むのが苦しくて…  
27. 医師：少し詳しく喉を診せてください。大きく開けられますか？  
28. 患者：はい、わかりました。  
29. 医師：喉に赤みと白い汚れのようなものが見えますね。痛みがひどいのも頷けます。  
30. 患者：ありがとうございます…。早く治るといいのですが…。  
31. 医師：首のあたりを触りますね。リンパの腫れを確認します。  
32. 患者：はい、わかりました。  
33. 医師：左右の首のリンパ節が腫れていて、押すと少し痛みますね。  
34. 患者：確かに首も少し重い感じがします。  
35. 医師：お腹を診察します。仰向けになってください。  
36. 患者：わかりました。  
37. 医師：肝臓や脾臓が少し腫れている感じがありますが、痛くはありませんね？  
38. 患者：はい、全然痛みはないです。  
39. 医師：最近疲れやストレスなどが特に強かったりしましたか？  
40. 患者：疲れてるなと思うことはありますが、特にストレスは感じてないです。  
41. 医師：過去に何か大きな病気にかかったことはありますか？  
42. 患者：特にありません。普段は健康です。  
43. 医師：血液検査をして原因を調べてみましょう。数十分後に結果が出ます。  
44. 患者：お願いします。  
45. 医師：（検査後）結果が出ました。血液中に異常なリンパ球が見つかりました。  
46. 患者：リンパ球ですか？どういうことでしょうか？  
47. 医師：これは伝染性単核球症という病気の可能性が高いです。  
48. 患者：それはどういう病気なんですか？  
49. 医師：ウイルス感染によるもので、喉の痛みや発熱、リンパ腫れが主な症状です。  
50. 患者：そうなんですね…。治療はどうなりますか？"
