"1. 医師：今日はどうされましたか？  
2. 患者：2週間前くらいから体がだるくて、熱もあるんです。  
3. 医師：具体的にいつ頃から症状が始まりましたか？  
4. 患者：15日前くらいですね、だんだん悪くなってきました。  
5. 医師：最初に具合が悪くなったとき、何か特別なことがありましたか？  
6. 患者：特に思い当たることはないです。  
7. 医師：発熱ということですが、体温はどのくらいでしたか？  
8. 患者：38度くらいの熱がずっと続いています。  
9. 医師：熱以外に何か症状はありますか？  
10. 患者：全身がだるいのと、最近顎が痛くてご飯を食べにくいです。  
11. 医師：顎の痛みはどの時に強くなりますか？  
12. 患者：何かを噛むときに特に痛いです。  
13. 医師：顎以外にも痛みを感じるところはありますか？  
14. 患者：左のこめかみが触ると痛いです。  
15. 医師：左のこめかみはいつ頃から痛みだしたのですか？  
16. 患者：3、4日前からひどくなりました。  
17. 医師：こめかみの痛みは最初どうでしたか、徐々に出ましたか？  
18. 患者：はい、少しずつ痛くなってきました。  
19. 医師：こめかみの痛みは他にどのような感じですか？ズキズキしますか？  
20. 患者：ズキズキする時もあるし、ずっと鈍い痛みも感じます。  
21. 医師：お身体でほかに違和感のある箇所はありませんか？  
22. 患者：特にはないです。  
23. 医師：視力に変化や何か見えにくく感じることはありますか？  
24. 患者：視力はいつも通りです。変わった感じはないです。  
25. 医師：夜中に寝汗がひどかったりしますか？  
26. 患者：はい、最近寝汗が続いています。  
27. 医師：糖尿病の治療は現在も受けていますか？  
28. 患者：はい、薬を飲んで血糖をコントロールしています。  
29. 医師：最近の血糖値はどうですか？  
30. 患者：たまに測ると高めの数値が出ますが、大きな変化はないです。  
31. 医師：お仕事や普段の生活に何か影響は出ていますか？  
32. 患者：仕事には行けていません。体がだるすぎて。  
33. 医師：ご家族の方に何か変わったと感じられたことを伺いたいのですが。  
34. 患者家族：はい、疲れていると感じる時間が前より増えた気がします。食事も以前より減ってます。  
35. 医師：患者さんが最も困っていることは何ですか？  
36. 患者：このだるさと顎の痛みですね。食事もまともに取れません。  
37. 医師：近くの病院で解熱剤を使ったと聞きましたが、どうでしたか？  
38. 患者：それが全然効かなくて…。  
39. 医師：左側頭部の腫れについてお伝えしますが、これは気づかれていましたか？  
40. 患者：いえ、特に気づいていませんでした。  
41. 医師：その場所を触ったり動かしたりすると、痛みが強くなるとかありますか？  
42. 患者：触るだけで結構痛いですね。  
43. 医師：体重の変化や食欲の低下はどうでしたか？  
44. 患者：体重は少し減ったと思います。食欲は減りましたね。  
45. 医師：他に何か心配なことや気になることはありますか？  
46. 患者：特にないですが、早くこの症状を治したいです。  
47. 医師：血液や頭部の検査を行った結果ですが、炎症がかなり高い数値を示しています。  
48. 患者：それは、どんな病気の可能性があるということですか？  
49. 医師：Giant Cell Arteritis（大動脈炎症候群）という病気が考えられます。  
50. 患者：それはどんな病気なんですか？"
