"1. 医師：今日はどうされましたか？  
2. 患者：ここ1か月くらい前から腰が痛くて、特に最近左足まで痛みが広がるんです。  
3. 医師：左足のどの部分が痛みますか？  
4. 患者：お尻のあたりや太ももの裏、それからふくらはぎの外側が痛くなります。  
5. 医師：その痛みはどんな時に強くなりますか？  
6. 患者：歩いたり、前かがみになると特に強くなります。  
7. 医師：朝起きたときはどうですか？  
8. 患者：朝起きるとすごく痛くて、動き始めると少し楽になる感じです。  
9. 医師：以前にも腰痛を感じたことはありましたか？  
10. 患者：はい、数年前から時々あったんですが、市販の痛み止めで何とかしてました。  
11. 医師：今回の痛みは市販薬では改善しませんでしたか？  
12. 患者：今回は薬を飲んでも全然良くならなくて…。  
13. 医師：痛みのために日常生活が難しいと感じることはありますか？  
14. 患者：はい、家事をするのも辛くて、座って仕事をするのもきついです。  
15. 医師：痛み以外に、足がしびれる感じがありますか？  
16. 患者：左の足の甲が少ししびれている感じです。  
17. 医師：足の力が入りにくいとか、つまずきやすいとかは？  
18. 患者：左足に力が入りにくくて、歩くときにちょっとひきずる感じがあります。  
19. 医師：トイレの失敗や尿が出にくいと感じることはありますか？  
20. 患者：それはないですね、普段通りです。  
21. 医師：これまで特別な腰や背骨の怪我や病気にかかったことはありますか？  
22. 患者：特に病気とかはなかったと思います。  
23. 医師：仕事は座りっぱなしだったり、重いものを持つことが多いですか？  
24. 患者：デスクワークなんですが、たまに重い書類を持つこともあります。  
25. 医師：痛みで眠れないことはありますか？  
26. 患者：夜中に痛みで目が覚めることもあります。  
27. 医師：歩きを見せていただけますか？少し歩いてみてください。  
28. 患者：わかりました。（歩行中、少し跛行が見られる）  
29. 医師：腰を少し動かしてみてください。痛みがどこで強くなりますか？  
30. 患者：前かがみになると腰と左足がすごく痛いです。  
31. 医師：それでは、ベッドに横になって、左の足を少し持ち上げてみてください。  
32. 患者：はい。（約30度まで上がるが痛みを訴える）  
33. 医師：どれくらいで痛みが出ましたか？  
34. 患者：このくらいあげたらもう痛いです。  
35. 医師：足の甲やつま先の感覚に鈍さはありますか？例えば触られても気づきにくいとか。  
36. 患者：左足の甲が触られたときわかりにくい感じがあります。  
37. 医師：足首を上に持ち上げてみてください。力が入りにくく感じますか？  
38. 患者：左足が力が入らなくてあがらないです。  
39. 医師：MRIなどの画像検査が必要かもしれません。検査を受けてもらっていいですか？  
40. 患者：はい、お願いします。  
41. （画像検査実施後）  
42. 医師：検査の結果ですが、腰の4番目と5番目の椎間板が神経を圧迫しているのが見つかりました。  
43. 患者：それが原因でこの痛みが出ているんですか？  
44. 医師：はい、その可能性が高いです。腰椎椎間板ヘルニアと診断されます。  
45. 患者：手術とか必要なんでしょうか？  
46. 医師：まずは薬や理学療法で保存療法を行います。それで改善が見込めます。  
47. 患者：痛みが軽くなる可能性は高いんですか？  
48. 医師：ほとんどの方が保存療法で改善しますので、治療を始めましょう。  
49. 患者：わかりました。よろしくお願いします。  
50. 医師：一緒に頑張りましょう。  
診断：腰椎椎間板ヘルニア  "
