"1. 医師：こんにちは、今日はどうされましたか？ 
2. 患者：こんにちは、最近飲み物を飲むとよくむせるんです。 
3. 医師：それはいつ頃から始まりましたか？ 
4. 患者：約3ヶ月前からです。 
5. 医師：最初はどのような症状でしたか？ 
6. 患者：最初は飲み物だけでしたが、今は食事でもむせることが増えました。 
7. 医師：それは大変ですね。他に何か気になる症状はありますか？ 
8. 患者：最近、腕や足に力が入りにくくなっています。 
9. 医師：筋力の低下はいつから感じていましたか？ 
10. 患者：飲み物のむせる症状が出てから、少しずつ力が入りにくくなりました。 
11. 医師：力が入らないというのは、具体的にはどんな場面で感じますか？ 
12. 患者：階段を昇るのがすごく難しいです。 
13. 医師：腕を上げるのも難しいですか？ 
14. 患者：はい、特に肩を上げるのがつらいです。 
15. 医師：日常生活にどのような影響が出ていますか？ 
16. 患者：食事を作るのが大変で、家事全般がしんどいです。 
17. 医師：むせる時は、どのくらいの量を飲むとその症状が出ますか？ 
18. 患者：少量でもむせることがあります。 
19. 医師：ご家族は、この症状について何かコメントされていますか？ 
20. 患者家族：はい、本人はかなり辛そうで、助けが必要です。 
21. 医師：なるほど、それはご心配ですね。最近の食事はどうですか？ 
22. 患者：固いものは特に食べにくいです。 
23. 医師：他に何か感じている症状はありますか？ 
24. 患者：疲れやすくなった気がします。 
25. 医師：疲れやすさは日常生活で影響を感じていますか？ 
26. 患者：はい、少し歩いたりしてもすぐに疲れてしまいます。 
27. 医師：何か特定の活動がありますか？ 
28. 患者：仕事で立ちっぱなしになるとすぐに疲れます。 
29. 医師：最近、体重は減少していますか？ 
30. 患者：いいえ、特に体重は変わっていないと思います。 
31. 医師：家族に最近の体調の変化を話したことはありますか？ 
32. 患者家族：はい、最近の状況をよく話してサポートしています。 
33. 医師：良いサポートがありますね。夜はよく眠れていますか？ 
34. 患者：少し不安な気持ちがあって、寝付きが悪いです。 
35. 医師：それは辛いですね。その影響で日中の活動には問題がありますか？ 
36. 患者：はい、昼間も眠気を感じることがあります。 
37. 医師：それによって仕事に影響は出ていますか？ 
38. 患者：はい、集中力が続かなくなっています。 
39. 医師：なるほど、全体的にお疲れの様子ですね。 
40. 患者家族：本人は本当に疲れていて、心配です。 
41. 医師：家族のサポートは非常に大切ですね。何か治療を考えていますか？ 
42. 患者：まだ具体的には分からないです。 
43. 医師：むせることで特にどの様な飲み物や食べ物が不便ですか？ 
44. 患者：水やスープを飲むと特にむせます。 
45. 医師：その症状が進行することがあるので、しっかりと観察しておく必要がありますね。 
46. 患者：気をつけます。 
47. 医師：今までの経過から考えると、筋肉の状態が関連しているかもしれませんね。 
48. 患者：どういうことですか？ 
49. 医師：検査も含めて全体的に評価を進める必要があります。 
50. 患者：はい、お願いします。"
