"1. 医師：こんにちは。今日はどうされましたか？  
2. 患者：最近、仕事へのやる気が全然出なくて困っています。  
3. 医師：いつ頃からそのように感じるようになりましたか？  
4. 患者：3か月くらい前からです。  
5. 医師：どのような症状が最初に現れましたか？  
6. 患者：最初は仕事中に集中できなくなって、小さなミスが増えました。  
7. 医師：ほかに気になることはありませんでしたか？  
8. 患者：帰宅後、以前よりも疲れを強く感じるようになりました。  
9. 医師：それから何か変わったことはありましたか？  
10. 患者：気分が落ち込むようになって、仕事をやる気が全然なくなってしまいました。  
11. 医師：気分の落ち込みはどのように感じますか？例えば毎日続いていますか？  
12. 患者：はい、毎日続いています。ほとんどの日が憂鬱な気分です。  
13. 医師：眠りについて何か問題はありませんか？  
14. 患者：なかなか寝付けなくて、寝るまでに1時間以上かかることが多いです。  
15. 医師：寝付けた後はどうでしょうか？途中で目が覚めたりしますか？  
16. 患者：夜中に目が覚めたり、朝早く目が覚めたりしますね。  
17. 医師：それによって日中に眠気が強くなることはありますか？  
18. 患者：そういうわけではないんですけど、疲れやすい気がします。  
19. 医師：ほかにはどんなことを感じていますか？  
20. 患者：なんだか孤独感が強くなりました。家にいる時間が増えたせいかもしれません。  
21. 医師：ご家族とはどのように過ごされていますか？  
22. 患者：家族は心配してくれているんですけど、あまり話したくないときが多いんです。  
23. 医師：何か心配なことやストレスになる出来事があったのでしょうか？  
24. 患者：特に大きな出来事は思い当たりませんが、仕事が忙しいのも関係しているのかもしれません。  
25. 医師：どれくらい忙しい状況だったんですか？  
26. 患者：最近までは残業が多く、休みもしっかり取れないことが続いていました。  
27. 医師：そのために体調が悪くなったと感じますか？  
28. 患者：はい、それがあるかもしれません。  
29. 医師：食事や運動など、普段の生活習慣はどうですか？  
30. 患者：食欲があまりなくて、ほとんど運動もしていません。  
31. 医師：気分が落ち込むことで、涙が出ることなどはありますか？  
32. 患者：いえ、泣くことはほとんどありません。  
33. 医師：将来のことを考えて不安になることはありますか？  
34. 患者：はい、このままじゃダメかなと思って気になります。  
35. 医師：今まで死について考えたことはありますか？  
36. 患者：たまに思うことはありますが、実際にそうするつもりはありません。  
37. 医師：そうですか、それを話してくれてありがとうございます。  
38. 医師：お体の方はどうですか？特に痛いところや重い症状はありますか？  
39. 患者：いえ、体の方は特に問題ありません。  
40. 医師：何か今試している対策や方法はありますか？  
41. 患者：特に何もしていないです。  
42. 医師：ご家族の方から何か気になる点を伺ってもよろしいですか？  
43. 患者：はい、大丈夫です。  
44. 家族：普段よりも無口になったり、顔に表情があまりないように見えます。  
45. 医師：そうですか、日常生活に支障をきたしていることは感じますか？  
46. 家族：はい、以前よりも一緒に何かをするときに楽しそうにしないです。  
47. 医師：ありがとうございます。それは最近始まったことでしょうか？  
48. 家族：そうですね、ここ3か月くらいだと思います。  
49. 医師：ありがとうございました。お話を伺った結果、現在の症状や経過からはうつ病と考えられる可能性が高いです。  
50. 患者：そうですか、確かにそうだったのかもしれません。  "
