"1. 医師：こんにちは。今日はどうされましたか？  
2. 患者：胸のあたりが鈍い痛みがあって、3日前から続いています。  
3. 医師：3日前からですか。痛みはどんな感じで、どこに感じますか？  
4. 患者：なんというか、ずっと重たい感じというか、押されるような感じです。胸の真ん中あたりです。  
5. 医師：痛みは何かきっかけで始まったように感じますか？  
6. 患者：特に思いつきません。いつの間にか痛くなっていました。  
7. 医師：胸の痛みは動いたときに悪化することはありますか？  
8. 患者：はい、動いたり、坂を歩いたりすると特に息切れともに痛みが悪化します。  
9. 医師：息切れもしているのですね。動いていないときはどうですか？  
10. 患者：動かなければ少し楽にはなりますが、それでも完全には消えません。  
11. 医師：他には何か体調の変化を感じていますか？  
12. 患者：微熱が続いている感じと、心臓が早くドクドクしている感じがします。  
13. 医師：微熱は測ったことがありますか？  
14. 患者：昨日測ったら37.8度だったと思います。  
15. 医師：動悸というのは、心臓が速く感じるということですよね。それはいつからですか？  
16. 患者：胸の痛みが始まったぐらいからだと思います。  
17. 医師：意識がふらついたり、失神したりしたことはありますか？  
18. 患者：意識を失ったことはないです。少し疲れた感じがあるだけです。  
19. 医師：先ほど、坂を歩かれたとき息切れがしたと言っていましたが、普段の生活でも呼吸が苦しくなることがありますか？  
20. 患者：日常的にはあまりないですけど、階段を上がるのが少しきついです。  
21. 医師：過去に心臓や肺の病気をしたことはありますか？  
22. 患者：いいえ、特にありません。  
23. 医師：ご家族に心臓病になった方はいらっしゃいますか？  
24. 患者：私の父が50歳ぐらいのときに心筋梗塞で病院に運ばれたと聞きました。  
25. 医師：そうなのですね。他に、食事や運動で何か生活習慣が気になることはありますか？  
26. 患者：普段は仕事が忙しくてあまり運動していませんし、食事は外食が多いです。  
27. 医師：最近、ストレスが多いとか睡眠不足ではないですか？  
28. 患者：はい、仕事の締め切りが近くて寝不足の日が続いていました。  
29. 医師：胸の痛み以外に腕や顎、背中に痛みが広がることはありますか？  
30. 患者：今のところは胸だけです。  
31. 医師：息切れのとき、咳や痰は出ますか？  
32. 患者：いいえ、全くないです。  
33. 医師：お酒やタバコは吸いますか？  
34. 患者：お酒はたまに飲みますが、タバコは吸わないです。  
35. 医師：普段の排尿や排便に問題を感じることはありますか？  
36. 患者：特にないです。普通だと思います。  
37. 医師：身体がむくんでいる感じや足が腫れるようなことはありませんか？  
38. 患者：それはないと思います。  
39. 医師：運転中や仕事中に集中力が切れる感じを覚えたことはありますか？  
40. 患者：少し疲れやすくなった感じはありますが、集中力は問題ないです。  
41. 医師：風邪のような症状が出る前にこの痛みが始まった可能性はありますか？  
42. 患者：はい、実は少し前に軽い喉の痛みと鼻水が出ていたことがあります。  
43. 医師：食欲はありますか？体重の変化は感じていますか？  
44. 患者：食欲はありますし、体重は特に変わっていません。  
45. 医師：最後に、いつもと違う何か気になる体調の変化は他にありますか？  
46. 患者：やっぱり胸の痛みと息切れ、それに不整脈みたいな感じが一番気になります。  
47. 医師：ありがとうございます。いくつか検査をしましたところ、心臓の炎症による急性心筋炎が疑われます。  
48. 患者：心筋炎ですか…。それは深刻な病気ですか？  
49. 医師：はい、早期に対応する必要がある病気です。ただ、適切な治療を行いますので、安心してください。  
50. 患者：分かりました。よろしくお願いします。  
"
